# step_dp, step_pinn
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,7.660674595539434506e+01
5.000000000000000278e-02,1.859095545433726501e-02
5.000000000000000278e-02,6.516436789258987783e-02
5.000000000000000278e-02,6.553121141918457404e+00
5.000000000000000278e-02,4.732350065355617197e-02
5.000000000000000278e-02,1.006859443267536930e-01
1.309784197733697142e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
2.664825011961253209e-01,5.000000000000000278e-02
5.375235702124489534e-03,5.000000000000000278e-02
4.740108830971802301e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
6.955881998078010664e-01,5.000000000000000278e-02
2.272416999027683460e+00,5.000000000000000278e-02
2.241048347483192427e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
4.039087321329776770e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
4.048003081204169518e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,6.190182069991889691e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.764625220027606023e-01,5.000000000000000278e-02
5.000000000000000278e-02,6.651187713874741059e-01
2.779951286831495172e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.572816983651870393e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,6.525314401730214486e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
4.972563428509185757e-01,5.000000000000000278e-02
3.691129461109036725e-01,3.986905355513790661e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.470913042180340913e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.390686428187635437e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
3.674020464216383730e-01,5.000000000000000278e-02
5.309639910686286823e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
4.305322104056654720e-01,7.136449624265646385e-02
5.000000000000000278e-02,5.702138529293849789e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,2.161043189557709243e-01
5.000000000000000278e-02,5.532402150392963236e-01
5.000000000000000278e-02,5.000000000000000278e-02
