# loss_dp, loss_pinn
5.039690188663695780e-01,2.142570107619264086e-03
5.038400241391717271e-01,2.059506498953457554e-03
5.038208848194725142e-01,2.029872479482935834e-03
5.038208844087672666e-01,2.029871723968991459e-03
5.038208839364697322e-01,2.029866628493056172e-03
5.038208677069129227e-01,2.029859785904407268e-03
5.038208564312633975e-01,2.013953100004610246e-03
5.038208547623118649e-01,2.013600728268983685e-03
5.038208545900132451e-01,1.983595499098998564e-03
5.038208540991113704e-01,8.237624701780202341e-04
5.038208519820195352e-01,2.935265188244938462e-04
5.038208047399772571e-01,1.736224715496880627e-04
5.038205930454153769e-01,5.957377342960746202e-05
5.025747088909635618e-01,1.728069361134435553e-05
5.010394861453418835e-01,1.544710333854564329e-05
5.009249268952289391e-01,1.523072549507002207e-05
5.008930053553997119e-01,1.504449249070596912e-05
5.006493461588026328e-01,1.462615200681997152e-05
5.005428300932355246e-01,1.454562916567839540e-05
5.003012018333246047e-01,1.452631542019597015e-05
5.002865123013997550e-01,1.445075964566307330e-05
5.000649559516813225e-01,1.426722865175583145e-05
5.000109217706536491e-01,1.378474117832239472e-05
5.000108341223545860e-01,1.284578570877875800e-05
5.000107712236873114e-01,1.143904591262118662e-05
5.000104414498216521e-01,1.118882640791436539e-05
5.000098603509859352e-01,1.112660781025352169e-05
5.000089866951354933e-01,1.107317851231735371e-05
5.000086383801108925e-01,1.102622229275629408e-05
5.000085337939759178e-01,1.097510810619855949e-05
5.000084705951524100e-01,1.089251545597639960e-05
5.000081770053723673e-01,1.080849712717572058e-05
5.000070531752680569e-01,1.072141609040463535e-05
5.000065199680827632e-01,1.063524347891198831e-05
5.000061837875402482e-01,1.058169565284931459e-05
5.000061477820916256e-01,1.042854232708940951e-05
5.000061396211148423e-01,1.035644876027350473e-05
5.000061173949517102e-01,1.033943345333822340e-05
5.000060179229821600e-01,1.032313682869470897e-05
5.000054761469668874e-01,1.029835940621023598e-05
5.000051061004979758e-01,1.027353236009612685e-05
5.000049348261251803e-01,1.021900993824333156e-05
5.000047009861035008e-01,1.018732046449882233e-05
5.000046519267875578e-01,1.007614878224437081e-05
5.000045710922664810e-01,1.000026296384715175e-05
5.000045485721953398e-01,9.880236723126024302e-06
5.000045321641514162e-01,9.573430427240292286e-06
5.000045275190044824e-01,9.350895862644655746e-06
5.000045252625641146e-01,9.022075685035589972e-06
5.000045231311198712e-01,8.590171698395866748e-06
5.000045175788984109e-01,8.380577206031021280e-06
5.000045061010969238e-01,7.730072443628389174e-06
5.000044702170335364e-01,7.396052691694809081e-06
5.000043664004383270e-01,6.967912085496800417e-06
5.000041632018854543e-01,6.539534292325231124e-06
5.000038850497536824e-01,6.373594588336187071e-06
5.000037773194860868e-01,6.095441194512346774e-06
5.000037008877326050e-01,5.785340217050240060e-06
5.000033655121410847e-01,5.629030797943047129e-06
5.000032947306816133e-01,5.568581654318833448e-06
5.000031364810603174e-01,5.512346782474408983e-06
5.000029982091325209e-01,5.508201420291451874e-06
5.000028889186799441e-01,5.500879141117159654e-06
5.000028521752735156e-01,5.476734443314921043e-06
