# s_error_dp, s_error_pinn
4.220611435003214507e-02,4.219703293552549972e-02
4.218036405846699310e-02,4.218036411628624249e-02
4.218036404322025867e-02,4.218036399127409602e-02
4.218040408451966677e-02,4.218036580046118783e-02
4.218000772862873921e-02,4.218040170876335287e-02
4.217979352361109213e-02,4.217981638171341280e-02
3.769332856459899073e-02,4.217980016692227802e-02
3.702385814165733841e-02,4.217980775289448259e-02
1.367648194825209565e-02,4.169549974158204969e-02
6.608892451182714345e-03,4.169297737301870532e-02
3.606484085216137177e-03,3.923095974474627434e-02
2.609230088755041654e-03,3.910540766822899472e-02
2.489821389942868494e-03,3.102806728732569047e-02
2.151285872143306969e-03,1.587632959359772458e-02
1.847772642326712348e-03,1.146735231091172529e-02
1.617863055175268201e-03,6.267022062529182050e-03
2.108237702529668339e-03,3.479175336967435875e-03
1.762774579531746965e-03,4.085997761596788305e-03
1.521221290184400065e-03,3.305477036175067090e-03
1.942266747187264102e-03,3.235048645836950242e-03
1.384013913506400642e-03,3.148348782423998887e-03
1.136512472775998801e-03,1.911262553761181385e-03
1.405955891270589632e-03,1.351837934279308696e-03
1.153258563403058035e-03,1.038223282779012673e-03
1.581259614388421655e-03,1.487020773996543862e-03
1.525125743013976522e-03,1.234281488258288668e-03
1.690401672251952469e-03,1.150476875883785308e-03
9.636879823469820432e-04,1.345138383071103113e-03
9.708628581527990005e-04,1.067012420974088917e-03
1.370421593800581327e-03,1.053466679751646328e-03
1.515614629748693711e-03,2.215086371955173050e-03
1.620342714496226817e-03,1.754366915229287798e-03
1.150792865813992641e-03,1.377920937832510578e-03
1.670527822517661179e-03,1.429501547831121518e-03
1.044449927155159316e-03,1.505957563598862067e-03
9.942272648811503050e-04,2.028908448079068914e-03
1.355950496578632028e-03,1.505185372014593639e-03
1.650696897652737622e-03,1.611061755828881040e-03
1.117140514450454649e-03,2.003851854340763568e-03
1.062387888809671185e-03,1.696566309581290987e-03
9.969690791440683625e-04,1.655682192216771263e-03
9.679941501158941235e-04,1.791613962126204938e-03
1.033019750527816583e-03,1.421260842601959921e-03
1.136527200355539691e-03,1.438868319811645313e-03
1.373815799658048781e-03,1.445263809267289916e-03
1.547926653339774458e-03,1.421174118249936627e-03
9.759426700477054047e-04,1.405216784487306860e-03
1.092191567763405036e-03,1.307380041558210563e-03
1.410021672726889837e-03,1.270100271589465028e-03
1.672922727584822983e-03,1.269649896853223712e-03
1.106022547572907714e-03,1.911174165584726995e-03
1.269675824531314593e-03,1.654941586078266698e-03
1.113252979344542433e-03,1.634195899701217352e-03
1.087195098152179962e-03,1.828251323889451855e-03
1.410350671080053825e-03,1.836127703542944937e-03
1.137596153451678497e-03,1.989536360509536368e-03
1.073511589911141069e-03,1.992411706799404082e-03
1.365771076861263013e-03,1.738718355401063171e-03
1.389831352169126552e-03,2.005538112936532807e-03
9.931959833810286194e-04,1.734235171031079260e-03
8.881915428800455856e-04,1.438742150630766339e-03
1.595186773600389433e-03,1.657113616770893895e-03
1.556655697255623786e-03,1.518514055483040793e-03
1.562071649168157326e-03,1.526071831961827493e-03
1.628178025458702945e-03,1.408715907059361486e-03
1.510132160423270338e-03,1.559210487629965163e-03
1.284450312352327728e-03,1.307162803421684167e-03
1.010759126437113780e-03,1.224847710905517875e-03
8.656547675083140544e-04,1.095814004188714556e-03
8.657140267244671072e-04,1.001291529089917785e-03
9.845489818059525305e-04,1.066738735335073665e-03
1.562994501674761470e-03,1.624205188780326967e-03
1.635096721670895514e-03,1.244966406285187262e-03
9.775189855242406942e-04,1.507236193421784788e-03
9.934264020143633665e-04,1.064453202938421420e-03
1.375908040355401001e-03,1.045216501525721847e-03
1.423866486727645795e-03,1.564225211086858747e-03
1.204206770526216165e-03,9.796613750933415299e-04
8.753408372028957185e-04,1.160471713018029326e-03
8.562130487243063649e-04,1.449209378317037116e-03
8.464399515256573574e-04,8.796649858607061669e-04
9.203174718944654841e-04,9.586991477143888205e-04
1.013708004570834480e-03,1.236558625611860508e-03
1.240439548916442763e-03,8.707509313736501834e-04
1.039642569545637558e-03,9.096055976002433412e-04
7.009145981088198141e-04,1.129658246077097682e-03
1.183166200555728093e-03,1.015135701063659942e-03
9.380669189497025610e-04,8.678869449703308309e-04
1.028443246110614072e-03,1.037019148672590650e-03
8.995159592881337741e-04,1.241382459121630547e-03
9.942293267576655328e-04,8.163054722053509097e-04
1.016241553832697561e-03,7.373208822545711250e-04
9.051965816428670470e-04,1.230087137424652321e-03
9.739173442208370890e-04,1.600819073217969951e-03
9.459329881400972218e-04,1.041069798053026159e-03
1.182561586941052777e-03,1.036205737599445393e-03
1.216602396414260580e-03,8.815272122901426097e-04
1.556772074318854993e-03,6.772532611451553613e-04
1.503132895130956676e-03,7.800922899700237119e-04
1.557473379855450887e-03,7.485997082550271834e-04
1.426679271632732724e-03,6.638219043197036333e-04
7.571960725268231081e-04,7.614353813550436573e-04
1.145744979166002809e-03,9.707058049181483935e-04
7.858899115871373830e-04,7.606073920338325385e-04
9.223212807157704337e-04,7.576959580824379993e-04
1.506397107749229709e-03,7.558102916133575822e-04
1.490307768490063862e-03,1.063532547011492588e-03
1.386601780453051687e-03,1.157634373146525014e-03
1.439989234930326737e-03,1.368685087330132836e-03
1.362962651803044161e-03,1.442444577887387440e-03
1.070006652485228906e-03,1.316829009897821758e-03
9.285388637330058191e-04,1.099604166900211436e-03
6.832137103341918635e-04,7.897818017177061448e-04
6.929740903809288250e-04,5.838484093189109979e-04
1.514506586565370809e-03,6.306755492424045159e-04
7.168609372506039952e-04,1.043509556150674965e-03
1.164443088980942871e-03,1.052602627824930637e-03
7.187271728800395535e-04,7.417725176608942110e-04
1.091506477957389712e-03,1.133780373007804362e-03
1.591693084663710215e-03,1.294045816430432119e-03
1.251350296287571549e-03,4.618728113524252937e-04
1.231792059216153465e-03,1.346250201526966129e-03
7.555657121471416387e-04,1.244034267780553355e-03
7.129139785471434038e-04,1.066442411706167550e-03
7.294765824190903390e-04,4.841068064772949828e-04
