# error_dp, error_pinn
4.270925659400123808e-02,4.325694005421133054e-02
4.218037567030513690e-02,4.218039485656013832e-02
4.218036287757244429e-02,4.218036297822669312e-02
4.218038596779005722e-02,4.218034706168570513e-02
4.218035482564403554e-02,4.218089374234926942e-02
4.218022858053418339e-02,4.218020283413017463e-02
4.217965174297444442e-02,4.217963831937344976e-02
4.217929601647893434e-02,4.217949939846738633e-02
4.225702517733350566e-02,4.214765189372517845e-02
4.226088354347310588e-02,4.214621792838577768e-02
4.202669091250740147e-02,4.417962995620519639e-02
5.241927674643094559e-02,4.535304637306599579e-02
5.365190938695667267e-02,4.764120197626985076e-02
3.202066083895878379e-02,4.840939376582153314e-02
1.534324367428014160e-02,3.449471996074521957e-02
1.530682886195862923e-02,2.828531916600751650e-02
1.458897448478640134e-02,2.021773692668041994e-02
1.661018626062006620e-02,1.657317069395673748e-02
1.539112442146924227e-02,1.646491040905151068e-02
1.187456641204509382e-02,1.609498306722854238e-02
1.131322450651072765e-02,1.626736393789055685e-02
1.805144730212683221e-02,1.669057269026867629e-02
1.327819865578059103e-02,1.575204854468750804e-02
1.568752596182534584e-02,1.553931948872346556e-02
1.483182599241227029e-02,1.564569353137810342e-02
1.139787678548691632e-02,1.573700334894081315e-02
6.128650320898015001e-03,1.695330099911720317e-02
5.943317118115271080e-03,1.740169861104868057e-02
4.232845851587095816e-03,2.457531611628152590e-02
3.937646238037793844e-03,2.854814499049774038e-02
3.349624271205357915e-03,2.679513423739476874e-02
3.602057646748544131e-03,2.521309827277011528e-02
4.207255039271743866e-03,2.358206619875322790e-02
5.795564317113798339e-03,2.211075172023561214e-02
5.507028843684383390e-03,1.073852735407989333e-02
5.905332666163587083e-03,2.953419863915782324e-03
6.867805844367097338e-03,2.841998023291575359e-03
7.594803577561251226e-03,1.234128776837010435e-03
8.156857608926287861e-03,1.995096131706968270e-03
9.178975712228651732e-03,1.155118464418814980e-02
1.039341128475131625e-02,1.005746706942101110e-02
1.059685424521382424e-02,1.100893345911374381e-02
7.584306208424418209e-03,1.100498912017457316e-02
3.836280160871933034e-03,7.645053114894414040e-03
2.566319997554097551e-03,1.307119835324893923e-03
1.893139703574159933e-03,1.264426346635357055e-03
2.497944153230567330e-03,2.078184348689507237e-03
3.636954546131764346e-03,4.557123424050832372e-03
4.145397386165467976e-03,6.300832644790405231e-03
6.046011773895624240e-03,6.195529993389396750e-03
3.184912758339146933e-03,5.173195293461919919e-03
3.506348130897290680e-03,3.042723072345062015e-03
3.250302928766888536e-03,2.299212421026873218e-03
2.859283599841914211e-03,2.451486111682756909e-03
1.898822775003048595e-03,4.355910030380369391e-03
1.742550137052432165e-03,5.612819998718015201e-03
1.583022436780113498e-03,8.332138396518038240e-03
1.222710456562781404e-03,9.062784322366202253e-03
1.386666608093729608e-03,1.147123273468389666e-02
1.767047896222785760e-03,1.537945073347336822e-02
1.493299521292835086e-03,1.899898031576001053e-02
1.803409533388606462e-03,2.102403266579367866e-02
2.732110984661601655e-03,2.550000614686282613e-02
3.061559779916417628e-03,2.616248072472638145e-02
4.933617795993644646e-03,2.355557338239080284e-02
7.255091301839303522e-03,2.671102432893735293e-02
7.043870207819702238e-03,2.832569130332125359e-02
7.642938570627507214e-03,2.756493818473392671e-02
8.439684786578440651e-03,2.806926381177055410e-02
2.346325479056739823e-03,2.979606770446441635e-02
2.406429161766330226e-03,3.135550545298033259e-02
2.397376544837549750e-03,3.235944263497374240e-02
1.712599111510296635e-03,3.261292590769472588e-02
1.834969278655584164e-03,3.288125112963114632e-02
1.886238566324994863e-03,3.263759174754041897e-02
1.794598278055809177e-03,3.188260264003096173e-02
1.512570922474650026e-03,3.135179757484683055e-02
1.204427101780128264e-03,3.125842216314705935e-02
1.053883913694853751e-03,3.068512728588557517e-02
1.036776342968138802e-03,3.078883614055724638e-02
1.047779115485500921e-03,2.933533677049363769e-02
1.079714474608200678e-03,2.952635340642095763e-02
1.241441236364935682e-03,2.932840308970803556e-02
1.661659477763018826e-03,2.535531563141547873e-02
2.479523970879315715e-03,2.431707907205791011e-02
3.767339500570602955e-03,2.438572548826125827e-02
5.638093485115867887e-03,2.189177300691962091e-02
7.918624371967818501e-03,1.984449157545358638e-02
9.003344576323317125e-03,1.819280847114172761e-02
1.064871603943223950e-02,1.416060080231629388e-02
7.787223411633949384e-03,1.661599998689508931e-02
7.677265279900493365e-03,1.695204066619163466e-02
6.973452482189710679e-03,1.624644986422436183e-02
2.978075787585410684e-03,1.443327822217462322e-02
2.791593592049960038e-03,1.331678589763567698e-02
1.055365152362495616e-03,1.056186749936284010e-02
1.179344332331164679e-03,1.016675425845771190e-02
2.331790197987439629e-03,7.228830956770730676e-03
3.966405750623314477e-03,4.204345362248233971e-03
5.358816092902049522e-03,4.405671353449675670e-03
5.041261777576134563e-03,2.175616533248806665e-03
5.580061967350139103e-03,9.581514778661929816e-04
5.504446069088044825e-03,5.851910026187741093e-04
5.909775655903631679e-03,1.198753145607931196e-03
6.985900795726304041e-03,4.602392036435928348e-03
7.674057589387543732e-03,3.658441313212703293e-03
9.553752553788739249e-03,3.978158231726874536e-03
9.541521108462560838e-03,4.154010214539935811e-03
9.627231103958954275e-03,4.504312295083563386e-03
8.261990671934156191e-03,5.046372668971016093e-03
5.146364784395934984e-03,5.755595742064718336e-03
2.672997723871867702e-03,6.155970423060587622e-03
1.681609484638570953e-03,5.489087119681682232e-03
2.861441494153434909e-03,4.966074478949995125e-03
2.026404177474779109e-03,4.298900361964692191e-03
1.431630353200479206e-03,4.621327357534480915e-03
1.248100770716885095e-03,5.887004233226653636e-03
4.595608991815310594e-03,5.424549842368672076e-03
6.002618025060414177e-03,5.221860933329504004e-03
5.881212218534295939e-03,5.087720160917309428e-03
7.713417624253922182e-03,5.694653854470044241e-03
9.802637994085304854e-03,5.304635515569515285e-03
9.071108452485298831e-03,5.166520460824984042e-03
8.985275522724057648e-03,5.015863629327982701e-03
9.456461300164059613e-03,4.663810600963136897e-03
9.771890550915185089e-03,4.696108876129469374e-03
1.003284796847834538e-02,3.621399383760804790e-03
9.935570795761064153e-03,3.588518969340161267e-03
1.011018878602513126e-02,3.156618249552953313e-03
1.083654164122637223e-02,2.851329225970534054e-03
1.103668230797439503e-02,2.891394644346274075e-03
1.128320903567722917e-02,2.665788084738398688e-03
1.136737988660910768e-02,2.473696542721460709e-03
1.150698866844877648e-02,2.654018917473128462e-03
1.174244704841032223e-02,2.521154283996329768e-03
1.180147901441609172e-02,2.341390894171414480e-03
1.121496987211171442e-02,2.172549097960187886e-03
7.673807090614219624e-03,1.660076163814676146e-03
6.493231933424104853e-03,2.184064776136786668e-03
5.756587549329083599e-03,1.977573855951161343e-03
3.879839685315664838e-03,1.839199063684480344e-03
2.789899494276536999e-03,1.768432440182740205e-03
2.194393217448432302e-03,1.690071201282918305e-03
9.608968899298977150e-04,1.230712011989287943e-03
7.009710040850217032e-04,1.112535941628486338e-03
1.132455528733451863e-04,6.459798721689653887e-04
1.324070634644764150e-03,2.763315330026193568e-04
6.220074582599291859e-04,2.583605255138755928e-04
8.956894401971589662e-04,2.347134384739327814e-04
1.370849790173187888e-03,2.225564368588156712e-04
1.357251805051959198e-03,2.302201167892296829e-04
1.497761459144303971e-03,3.360563780308973257e-04
1.643251132940472085e-03,3.958795646302459012e-04
1.896355883579293458e-03,6.734757386502601912e-04
2.035974766162279743e-03,8.346743234571686945e-04
2.112226211722294245e-03,7.847212186850125327e-04
2.208582437154590471e-03,7.740180704163143960e-04
2.306503026040193551e-03,7.253896182118589869e-04
2.461960875314229101e-03,5.535988089065984772e-04
2.717588283682144997e-03,5.116910010597957963e-04
3.034887471593954427e-03,6.757655340229081885e-04
2.768890228897760968e-03,5.718532759155394276e-04
2.848201177622764878e-03,3.196265106971046604e-04
3.054092103955790595e-03,2.698655018650530338e-04
3.144961775385487959e-03,2.339036876812313089e-04
2.351123572115159602e-03,4.668812382499413051e-04
2.375125359339580293e-03,5.347567097405851516e-04
3.095938151315348608e-03,9.476623300326326733e-04
2.803229163489757720e-03,8.787825937776285639e-04
3.167413967540765821e-03,1.064964257079028696e-03
3.353837921883288161e-03,1.185744126200518429e-03
3.418970700109935645e-03,1.153563924497286262e-03
3.083386515305994949e-03,1.243811761800307130e-03
2.777784743681990277e-03,1.325346792282925280e-03
2.741523235795422734e-03,1.318636280438159440e-03
2.642215417638683461e-03,1.331906707801251092e-03
2.583703977542101213e-03,1.327605889660074057e-03
2.405580966411354632e-03,1.312514187064865419e-03
2.243987923064471018e-03,1.303009978561845859e-03
2.155015063322559578e-03,1.204199211037605992e-03
1.653093991783084271e-03,1.030387164937062935e-03
1.705623047090436880e-03,1.023982276393789904e-03
1.547610304028627188e-03,9.227385756702381368e-04
1.189484290123261553e-03,9.304998916118815445e-04
1.000868628474134740e-03,8.320159647141446915e-04
9.272659795603338138e-04,8.720514185496155285e-04
9.305525150082004371e-04,9.199554839002362571e-04
9.389525788679623040e-04,9.186291051964571392e-04
9.597056893119789572e-04,9.270066379451899138e-04
9.841230435439155943e-04,9.419704997708236655e-04
1.020747488192607017e-03,9.410424104939643479e-04
1.049076481932403621e-03,9.395671903292778220e-04
1.035736524007191146e-03,9.400384617558996039e-04
1.062103440041893337e-03,9.308218137636123466e-04
9.485217451336958689e-04,9.152050575730556877e-04
9.619683055167120838e-04,8.758158796960050082e-04
8.648822386699446790e-04,7.861227128484992973e-04
1.036834003597506774e-03,7.332694141418441254e-04
1.127551436379368045e-03,7.629079925536414418e-04
1.179566267446177565e-03,8.502018916641193580e-04
1.161235854231779325e-03,7.934330198937260617e-04
1.421949110715643077e-03,8.229220938142299503e-04
1.687841250215883857e-03,8.952553660113380654e-04
1.684580497355420278e-03,9.646240885296659918e-04
1.789667103340148932e-03,1.007989335058371390e-03
1.949200325469297454e-03,9.931028013465330144e-04
2.041173292271941751e-03,1.003852038067042964e-03
2.142290493216684761e-03,1.014077003114540474e-03
2.209640250562417731e-03,1.060167917021911195e-03
2.257244733908298547e-03,9.658973040905706074e-04
2.279272662840977574e-03,7.964376720343801759e-04
2.319116795759286996e-03,8.488142282184181573e-04
2.472902702779652094e-03,8.806997475992136334e-04
2.446508366935291629e-03,8.198401610185105477e-04
2.434006016052816905e-03,8.605103382263224777e-04
2.425591687864284141e-03,8.232405401438125294e-04
2.519324079478064624e-03,8.593346024374444491e-04
2.438776621434370247e-03,8.522403581475014415e-04
2.462476918204330179e-03,8.634059259124460305e-04
2.452653398524667645e-03,8.862188546400435541e-04
2.454146085569910464e-03,1.007429812623886157e-03
2.454596069964383540e-03,9.441459987736844925e-04
2.455345858155139234e-03,9.355574088731404784e-04
2.459857703901201405e-03,9.183499849990205523e-04
2.463752255101071820e-03,8.873747557856103297e-04
2.562742045752522662e-03,7.607300469534694761e-04
2.546010210584170787e-03,7.947937423109459115e-04
2.570462163412526920e-03,7.954120227701047107e-04
2.648057526840299786e-03,8.095010835682872868e-04
2.887238460907425378e-03,8.111358784190797087e-04
2.837428282153339667e-03,7.759443298096367235e-04
3.038970153968876490e-03,6.017822940775514060e-04
2.941418629729936930e-03,4.737309111262699777e-04
2.940666278649727624e-03,3.340476452391533623e-04
2.985800013238568921e-03,2.912041876642005710e-04
2.959942073548588355e-03,1.891397314372768280e-04
2.975217983839843847e-03,1.730657535340978010e-04
3.013022061901209601e-03,1.868779456367506873e-04
3.064397191936576396e-03,1.599937501460724134e-04
3.069423133089164198e-03,1.164247884128967448e-04
3.065557870310178096e-03,1.995337514514143064e-04
3.067488075562460094e-03,3.329731114391688450e-04
3.044742394161669904e-03,3.466080428402791070e-04
3.058836316002581848e-03,3.603854829147516573e-04
3.086823076273685542e-03,3.670376518463019954e-04
3.121062039367719122e-03,3.703553482480207533e-04
3.201500597185478504e-03,3.493141186998337993e-04
3.204536105476644362e-03,2.821986031746872236e-04
3.233546115849914634e-03,3.105153033819489346e-04
3.279316072091511148e-03,2.952940406350612699e-04
3.306558722785014372e-03,2.583829688843225243e-04
3.398850739457084241e-03,2.072217206622930792e-04
3.509032266415247972e-03,1.212642151323521688e-04
3.545920083884722667e-03,1.499813088185069938e-04
3.660333298211315874e-03,1.694815548187600255e-04
3.686598649203987142e-03,1.785920933471640511e-04
3.876943431393372295e-03,1.829356096152102366e-04
3.918421372989876889e-03,1.412001449869606596e-04
4.016844074345707859e-03,1.016794735549784746e-04
4.153680024501424199e-03,1.032474138934906977e-04
4.177024466282534820e-03,9.828109075829549474e-05
4.211013196513378049e-03,1.427863417293468579e-04
4.391937480212811627e-03,1.186076916070815524e-04
4.337893775305705704e-03,1.031127276690175284e-04
4.407316062867079262e-03,1.014447986012101990e-04
4.715083507275402361e-03,1.120506159180648814e-04
4.603108395092781260e-03,1.125248380550425805e-04
4.707411632080534501e-03,1.124204752141827945e-04
4.757760417383561508e-03,1.186987895134853445e-04
5.024310067160587569e-03,1.236392771810464121e-04
4.988884644969228919e-03,1.224861238404768469e-04
5.671665360212648985e-03,1.574480455341782626e-04
5.482541908321814962e-03,2.046888973830060824e-04
5.624663563150692977e-03,2.916029609659639933e-04
5.854439166797560483e-03,2.942004188832009074e-04
5.783522575364429853e-03,2.930594616993168811e-04
5.844617566765810367e-03,2.331309922507345791e-04
6.180431476650630543e-03,1.856899373601713114e-04
6.472468998281003319e-03,1.713897889151783376e-04
6.528528902704013558e-03,1.507856184634327431e-04
6.720240153912404243e-03,1.488687010864095470e-04
7.032840799101248985e-03,1.262816050252563280e-04
6.965107576104990865e-03,1.216151034150387736e-04
7.095994832687455879e-03,1.170934606918097316e-04
7.677070539915122407e-03,1.088372743343483983e-04
7.640327900873870003e-03,1.343567570411742680e-04
7.794190488992796227e-03,1.205216050672355935e-04
8.040404183748310965e-03,1.411175687678264945e-04
8.001757030157909123e-03,1.792661197766667219e-04
8.133273263242158865e-03,2.886124395144992250e-04
8.323135975164430711e-03,5.055700771504916154e-04
8.264141378704520022e-03,5.164601194389329721e-04
8.334846144641888666e-03,5.264671033162743449e-04
8.421672173727740365e-03,5.800003964925478902e-04
8.505506068410049678e-03,7.151228826744216198e-04
8.576911078250891440e-03,6.981087869567061989e-04
8.692424030883334762e-03,6.762244516522155280e-04
8.751441609207748912e-03,6.146009970532812774e-04
8.814125964081064024e-03,6.002131172663520593e-04
8.788829023673843874e-03,5.459856623235784939e-04
8.770366483191800733e-03,5.450875511064260997e-04
8.760384047143092781e-03,5.441839137311016905e-04
8.751786370618632252e-03,5.619007604877378301e-04
8.741782360156907794e-03,6.906982417166512584e-04
8.730812073100438150e-03,6.999718732501751571e-04
8.714904300654651229e-03,6.822351407014481083e-04
8.688723406749952055e-03,6.822425479246664723e-04
8.631135007782319776e-03,6.452782131126422226e-04
8.533551270859071614e-03,6.247560313683385566e-04
8.392628313680990104e-03,5.936849468883216878e-04
8.085501967973139290e-03,6.237490164438842799e-04
8.018918347458532311e-03,6.054666981360704719e-04
7.360072050664743723e-03,6.096170953392891041e-04
7.581355312429556743e-03,6.132830766526880520e-04
7.712251484832383271e-03,6.294966839696431891e-04
7.611103235085403540e-03,6.588800016294821737e-04
7.443025467686234173e-03,7.389375104080195093e-04
6.848729463980890615e-03,8.688355765839787890e-04
6.712296932469157852e-03,9.808958007709979790e-04
6.609774334064315825e-03,1.092879563409912417e-03
6.616504333158130038e-03,1.052297187965288081e-03
6.842404769950022857e-03,1.073103486232210692e-03
6.681789182289826073e-03,1.101829006107764167e-03
6.522085171223149756e-03,1.118662363228403170e-03
6.382151799741423229e-03,1.136587739630145859e-03
6.015822208767024164e-03,1.137868389501308372e-03
5.786467211506500681e-03,1.134583455270130178e-03
5.596295039677682409e-03,1.134269634549025987e-03
5.138036015765902811e-03,1.132739380217997506e-03
5.224933588658910860e-03,1.136894864074413421e-03
5.065794932600736419e-03,1.143485031324914308e-03
4.751449639850568833e-03,1.147135528675315846e-03
4.789568442851211555e-03,1.150983011274131973e-03
4.628407374946809025e-03,1.156223316726180715e-03
4.509890099543419420e-03,1.165665533134821637e-03
4.323922780735571687e-03,1.179379357974998967e-03
3.942236498143635720e-03,1.200933246907949330e-03
3.875866811237563183e-03,1.232741096146831253e-03
3.578046881009801661e-03,1.287002979817571027e-03
3.583284195489009477e-03,1.420629027570855614e-03
3.471484177338815015e-03,1.370358657164995504e-03
3.289697172926636833e-03,1.101756654860451849e-03
3.208403636807976439e-03,1.025338541553354882e-03
3.027798589403461749e-03,9.678546141968118795e-04
3.027633572121778398e-03,9.425182234747324708e-04
2.931000710724065116e-03,8.444289880260942485e-04
2.726360709544200893e-03,7.104597911069456678e-04
2.724346319044384547e-03,6.472074235045574987e-04
2.591753186849127342e-03,6.045323233934683273e-04
2.481230390176605936e-03,6.234078435787355956e-04
2.468075493318277851e-03,5.852042668196303851e-04
2.393164873599146723e-03,5.453914106381804652e-04
2.388548978545484112e-03,5.629492619987010345e-04
2.384950420565457290e-03,4.905340567319769075e-04
2.455834671720169126e-03,4.972267854255513382e-04
2.507829095309572782e-03,5.153819294897171591e-04
2.487252926207618106e-03,4.945703628125792993e-04
2.533971434043668074e-03,4.930008930044156969e-04
2.593335869675860838e-03,5.102368702637121800e-04
2.625707588205844836e-03,5.468817470549446362e-04
2.651826326946947737e-03,5.659744512606434486e-04
2.670022380838383592e-03,5.603837504311702392e-04
2.716901622408555983e-03,5.054994196300410759e-04
2.748507245479616529e-03,4.488237645303737376e-04
2.789859202084875745e-03,3.877590175166100686e-04
2.836396063237969691e-03,2.850412091335230913e-04
2.858596271673424349e-03,2.319607231257172597e-04
2.864582413680890390e-03,1.875552824353567344e-04
2.889116738600362028e-03,2.024940343571868576e-04
2.893882173620509861e-03,2.075447437695853803e-04
2.885622150641045658e-03,2.303265101570273166e-04
2.895338389124491214e-03,2.638004830828287461e-04
2.897868876431288279e-03,1.939448244467630413e-04
2.878989647882862577e-03,1.795876830400652499e-04
2.820330816329031081e-03,1.603490951352906017e-04
2.674862332881655473e-03,1.409196842855856707e-04
2.465238977537880308e-03,1.286838357518020073e-04
2.376839559044402733e-03,1.139040566953833183e-04
2.417233540562804990e-03,1.140668547021309308e-04
2.160438300849281453e-03,1.141141297939463279e-04
2.192110271917740646e-03,1.151216122284754064e-04
2.145662805489821547e-03,1.180953712599696259e-04
2.041548572897445863e-03,1.306671982616020424e-04
1.934844862473890066e-03,1.221129358933613297e-04
1.982785885006451733e-03,2.176915547215766431e-04
2.022282954968214995e-03,1.929785601489093338e-04
2.000494190080589520e-03,1.978221198939489128e-04
1.943004873780286752e-03,2.403036923184431945e-04
1.909611385587921695e-03,2.713302715260408745e-04
1.810641027757533888e-03,3.085346361443042909e-04
1.746655003717710337e-03,3.062490928538665514e-04
1.468626466076318601e-03,3.182137537637348300e-04
1.383111151720105682e-03,3.228823129100896880e-04
1.407080090747158492e-03,3.350734760499659627e-04
1.294840332745591073e-03,3.499228091958190364e-04
1.164707906607110417e-03,3.844816552837338440e-04
1.139179875343953935e-03,3.932378858470696919e-04
1.071408910279557066e-03,4.409026903842582401e-04
8.903134908348270997e-04,4.529009345241365734e-04
9.212140985344117019e-04,4.957522393126739726e-04
8.692897115363655038e-04,5.130343332858473739e-04
7.423699029157364206e-04,5.371017197391505550e-04
7.563562861272498435e-04,5.454231349415193967e-04
4.388356243031247086e-04,5.435784597708408303e-04
2.632367507372769489e-04,5.565047697502190603e-04
3.594155522970753427e-04,5.471231679760221430e-04
3.345678305123007739e-04,5.468656731520446339e-04
2.305596629561581503e-04,5.513333599023058623e-04
2.385292894892695982e-04,5.582663669806643605e-04
1.794179752865594866e-04,5.648141313306088941e-04
8.040913686868708784e-05,5.697526486238010208e-04
7.514943505058241380e-05,5.711809354460585216e-04
1.796111802751085469e-04,5.688614392131678297e-04
1.919709758571877208e-04,5.616906289497618438e-04
2.748166664153963291e-04,5.505392671787365548e-04
3.220824673958395446e-04,5.322184207250513612e-04
3.974756002209687373e-04,5.084148701802826496e-04
5.382277644649246942e-04,4.666346533669439405e-04
5.439434688850295100e-04,4.647375536886728790e-04
6.420874721697646115e-04,4.817337470156425171e-04
8.147842698093227080e-04,5.053436192558594846e-04
7.637184921244204606e-04,5.161104458703854973e-04
7.981319567465284572e-04,4.847187167433856473e-04
9.711542546258404920e-04,4.833495879320925471e-04
9.210248627211882130e-04,4.743089228441512480e-04
1.156033777629206791e-03,4.473431933034571740e-04
1.285282769762240065e-03,4.561355864109406760e-04
1.217267258784143378e-03,4.514406549512832044e-04
1.217484505465173420e-03,4.343865428156235974e-04
1.160209922075488599e-03,4.421824335446047330e-04
1.200713924777597552e-03,4.378328816756575908e-04
1.181434517404825017e-03,4.282841684929896016e-04
1.103558928098905814e-03,4.300893758136961707e-04
1.043125654423540964e-03,4.284045385297070613e-04
9.551153857638582274e-04,4.268502802755190419e-04
9.064693755843600785e-04,4.255613294652959471e-04
8.080630061062345822e-04,4.260184091113276730e-04
7.393639140765534239e-04,4.350835131046771362e-04
4.460305015953129029e-04,4.380105643030956955e-04
5.065121963578529153e-04,4.382515267019146290e-04
4.117601617612127703e-04,4.431425765057424976e-04
1.872043756716733809e-04,4.348816582393491212e-04
9.826659460314379182e-05,4.353815879897274211e-04
7.267240365657012216e-05,4.362053698731235590e-04
6.679758906937917665e-05,4.387856719092628416e-04
1.181452187062593352e-04,4.400555859513276204e-04
2.721236187057779455e-04,4.429634215021479031e-04
2.643245880573237279e-04,4.444834544101530804e-04
3.214404834277543557e-04,4.466809328084761044e-04
3.608573287222703965e-04,4.531660492076501796e-04
3.733621401649570275e-04,4.561557881571797922e-04
2.628629023694443491e-04,4.614435744199065718e-04
1.839296382898938334e-04,4.619119748292445783e-04
2.701433885585211654e-04,4.562037579983624510e-04
4.300849101057977017e-04,4.559862695825173009e-04
4.638440951066596213e-04,4.589171391319226551e-04
4.941931991714312768e-04,4.635872040709473202e-04
6.554302486002981480e-04,4.711259468070518410e-04
7.403026066079112285e-04,4.726169129029152388e-04
8.659980406654620849e-04,4.722260442169618128e-04
1.017989145574217788e-03,4.728177935855983277e-04
1.567678607791991733e-03,4.766143837566139845e-04
1.767354602606676425e-03,4.860464274993648616e-04
2.371313073163067078e-03,4.858700550786422307e-04
2.382115469401568583e-03,4.859067704610709523e-04
2.911348744680630762e-03,4.854317930284975059e-04
3.190922762358952558e-03,4.858985628300717895e-04
2.630177931854617811e-03,4.856950512118015815e-04
3.018044814654519733e-03,4.864584769988037336e-04
3.365199974886052669e-03,4.870838749077512531e-04
3.279342455616467058e-03,4.897036955012787178e-04
3.355289398171405583e-03,4.899253109102054545e-04
3.729654132158391651e-03,4.939164808039317759e-04
3.949964309439624351e-03,4.925782046929295162e-04
4.494010097102481109e-03,4.934589313561344717e-04
4.754012932599387641e-03,4.944578587243837146e-04
4.787199559495808852e-03,4.942676376215404763e-04
5.140171695874774273e-03,4.952979357211297149e-04
5.546760686771561033e-03,4.957869529527283515e-04
6.034151443291750280e-03,4.963488589159198048e-04
6.889852442782918099e-03,4.970751902734731184e-04
