# dp_out, dp_first_der, pinn_out, pinn_second_der
6.709252306373869601e-04,6.709251803020954696e-04,6.709252306373869601e-04,1.309445861698810276e-01
6.716617780634168014e-04,8.023197972768514319e-04,6.716617780634168014e-04,1.318453398952975641e-01
6.725301711764555650e-04,9.346172481106140850e-04,6.725301711764555650e-04,1.327502576797069400e-01
6.735313148956383186e-04,1.067821708256477820e-03,6.735313148956383186e-04,1.336593623321427060e-01
6.746661183284869637e-04,1.201937376047457207e-03,6.746661183284869637e-04,1.345726768053450151e-01
6.759354947905477388e-04,1.336968472838373501e-03,6.759354947905477388e-04,1.354902241967615995e-01
6.773403618319241400e-04,1.472919243159509506e-03,6.773403618319241400e-04,1.364120277495867173e-01
6.788816412571165200e-04,1.609793954852944964e-03,6.788816412571165200e-04,1.373381108537896633e-01
6.805602591519884729e-04,1.747596899228653911e-03,6.805602591519884729e-04,1.382684970471533825e-01
6.823771459046269923e-04,1.886332391205058912e-03,6.823771459046269923e-04,1.392032100163388408e-01
6.843332362298160587e-04,2.026004769464018196e-03,6.843332362298160587e-04,1.401422735979243051e-01
6.864294691930721004e-04,2.166618396599373497e-03,6.864294691930721004e-04,1.410857117794871440e-01
6.886667882344642408e-04,2.308177659267940385e-03,6.886667882344642408e-04,1.420335487006746389e-01
6.910461411933074361e-04,2.450686968342941086e-03,6.910461411933074361e-04,1.429858086542844520e-01
6.935684803314303218e-04,2.594150759067881395e-03,6.935684803314303218e-04,1.439425160873620824e-01
6.962347623583833465e-04,2.738573491209761457e-03,6.962347623583833465e-04,1.449036956023020961e-01
6.990459484554731491e-04,2.883959649217171517e-03,6.990459484554731491e-04,1.458693719579492454e-01
7.020030043013794369e-04,3.030313742375723152e-03,7.020030043013794369e-04,1.468395700707296747e-01
7.051069000965578832e-04,3.177640304968365470e-03,7.051069000965578832e-04,1.478143150157674723e-01
7.083586105874052586e-04,3.325943896428151803e-03,7.083586105874052586e-04,1.487936320280258684e-01
7.117591150935080341e-04,3.475229101510102225e-03,7.117591150935080341e-04,1.497775465034539844e-01
7.153093975313487866e-04,3.625500530440195490e-03,7.153093975313487866e-04,1.507660840001315838e-01
7.190104464407775370e-04,3.776762819089007905e-03,7.190104464407775370e-04,1.517592702394467974e-01
7.228632550096551236e-04,3.929020629126478426e-03,7.228632550096551236e-04,1.527571311072557503e-01
7.268688211017437610e-04,4.082278648194881399e-03,7.268688211017437610e-04,1.537596926550741649e-01
7.310281472800057856e-04,4.236541590068254592e-03,7.310281472800057856e-04,1.547669811012558627e-01
7.353422408357759583e-04,4.391814194824483764e-03,7.353422408357759583e-04,1.557790228322123438e-01
7.398121138126686645e-04,4.548101229010281799e-03,7.398121138126686645e-04,1.567958444036020582e-01
7.444387830343616791e-04,4.705407485818380309e-03,7.444387830343616791e-04,1.578174725415669721e-01
7.492232701313971018e-04,4.863737785246735612e-03,7.492232701313971018e-04,1.588439341439511487e-01
7.541666015679340460e-04,5.023096974282603711e-03,7.541666015679340460e-04,1.598752562815454192e-01
7.592698086679271338e-04,5.183489927068185565e-03,7.592698086679271338e-04,1.609114661993329420e-01
7.645339276433747331e-04,5.344921545079595049e-03,7.645339276433747331e-04,1.619525913177541909e-01
7.699599996221968314e-04,5.507396757300941914e-03,7.699599996221968314e-04,1.629986592339678353e-01
7.755490706747912664e-04,5.670920520403077703e-03,7.755490706747912664e-04,1.640496977231399311e-01
7.813021918412054595e-04,5.835497818920343249e-03,7.813021918412054595e-04,1.651057347397189012e-01
7.872204191614275062e-04,6.001133665434865705e-03,7.872204191614275062e-04,1.661667984187534808e-01
7.933048137013235445e-04,6.167833100749975372e-03,7.933048137013235445e-04,1.672329170771880147e-01
7.995564415820493416e-04,6.335601194080497933e-03,7.995564415820493416e-04,1.683041192151886190e-01
8.059763740079178666e-04,6.504443043232388533e-03,8.059763740079178666e-04,1.693804335174726727e-01
8.125656872956099749e-04,6.674363774791469694e-03,8.125656872956099749e-04,1.704618888546592936e-01
8.193254629030389050e-04,6.845368544304175629e-03,8.193254629030389050e-04,1.715485142846032707e-01
8.262567874583087767e-04,7.017462536471619217e-03,8.262567874583087767e-04,1.726403390537794014e-01
8.333607527878870427e-04,7.190650965334333122e-03,8.333607527878870427e-04,1.737373925986399614e-01
8.406384559485051856e-04,7.364939074467447000e-03,8.406384559485051856e-04,1.748397045470165834e-01
8.480909992544785527e-04,7.540332137168759274e-03,8.480909992544785527e-04,1.759473047194968220e-01
8.557194903081730879e-04,7.716835456650583680e-03,8.557194903081730879e-04,1.770602231308496810e-01
8.635250420309165858e-04,7.894454366244696430e-03,8.635250420309165858e-04,1.781784899914355957e-01
8.715087726915599379e-04,8.073194229583746662e-03,8.715087726915599379e-04,1.793021357086395096e-01
8.796718059388118367e-04,8.253060440813086984e-03,8.796718059388118367e-04,1.804311908883093896e-01
8.880152708304436034e-04,8.434058424780843666e-03,8.880152708304436034e-04,1.815656863362200557e-01
8.965403018642503167e-04,8.616193637242197667e-03,8.965403018642503167e-04,1.827056530595206896e-01
9.052480390096774229e-04,8.799471565059224787e-03,9.052480390096774229e-04,1.838511222682334134e-01
9.141396277384644100e-04,8.983897726408729412e-03,9.141396277384644100e-04,1.850021253767230034e-01
9.232162190564568169e-04,9.169477670983416928e-03,9.232162190564568169e-04,1.861586940052140093e-01
9.324789695351460000e-04,9.356216980200837696e-03,9.324789695351460000e-04,1.873208599812924424e-01
9.419290413425472110e-04,9.544121267405891729e-03,9.419290413425472110e-04,1.884886553414347743e-01
9.515676022771074778e-04,9.733196178090208761e-03,9.515676022771074778e-04,1.896621123325497038e-01
9.613958257989262905e-04,9.923447390098427690e-03,9.613958257989262905e-04,1.908412634135292496e-01
9.714148910609774791e-04,1.011488061383558623e-02,9.714148910609774791e-04,1.920261412567987325e-01
9.816259829444368579e-04,1.030750159249271825e-02,9.816259829444368579e-04,1.932167787499095013e-01
9.920302920892261518e-04,1.050131610225135681e-02,9.920302920892261518e-04,1.944132089971172261e-01
1.002629014928816103e-03,1.069632995250957563e-02,1.002629014928816103e-03,1.956154653209870586e-01
1.013423353721902304e-03,1.089254898609781641e-02,1.013423353721902304e-03,1.968235812640052318e-01
1.024414516587150194e-03,1.108997907949738071e-02,1.024414516587150194e-03,1.980375905902076461e-01
1.035603717536923932e-03,1.128862614306536116e-02,1.035603717536923932e-03,1.992575272868237768e-01
1.046992176511240798e-03,1.148849612126179309e-02,1.046992176511240798e-03,2.004834255659287967e-01
1.058581119410376397e-03,1.168959499286881254e-02,1.058581119410376397e-03,2.017153198661070235e-01
1.070371778132106141e-03,1.189192877122069447e-02,1.070371778132106141e-03,2.029532448541414569e-01
1.082365390604003849e-03,1.209550350443544531e-02,1.082365390604003849e-03,2.041972354266965439e-01
1.094563200819857057e-03,1.230032527564217659e-02,1.094563200819857057e-03,2.054473267120441315e-01
1.106966458873708372e-03,1.250640020321514001e-02,1.106966458873708372e-03,2.067035540717708786e-01
1.119576420995865721e-03,1.271373444100709627e-02,1.119576420995865721e-03,2.079659531025260799e-01
1.132394349588716808e-03,1.292233417858623667e-02,1.132394349588716808e-03,2.092345596377628292e-01
1.145421513261029797e-03,1.313220564147243863e-02,1.145421513261029797e-03,2.105094097495050498e-01
1.158659186866825650e-03,1.334335509137862807e-02,1.158659186866825650e-03,2.117905397501432807e-01
1.172108651538420051e-03,1.355578882645125383e-02,1.172108651538420051e-03,2.130779861942069253e-01
1.185771194725858228e-03,1.376951318151187209e-02,1.185771194725858228e-03,2.143717858801864606e-01
1.199648110231859004e-03,1.398453452830383803e-02,1.199648110231859004e-03,2.156719758523560904e-01
1.213740698249089452e-03,1.420085927573966345e-02,1.213740698249089452e-03,2.169785934026051688e-01
1.228050265398524400e-03,1.441849387014659811e-02,1.228050265398524400e-03,2.182916760723080385e-01
1.242578124765943929e-03,1.463744479551909450e-02,1.242578124765943929e-03,2.196112616541739948e-01
1.257325595940270982e-03,1.485771857377127247e-02,1.257325595940270982e-03,2.209373881941529838e-01
1.272294005050766648e-03,1.507932176499027221e-02,1.272294005050766648e-03,2.222700939933147657e-01
1.287484684806665999e-03,1.530226096769382593e-02,1.287484684806665999e-03,2.236094176097862540e-01
1.302898974535113231e-03,1.552654281908538714e-02,1.302898974535113231e-03,2.249553978606645410e-01
1.318538220219465451e-03,1.575217399531592122e-02,1.318538220219465451e-03,2.263080738239768852e-01
1.334403774538765221e-03,1.597916121174769444e-02,1.334403774538765221e-03,2.276674848406426976e-01
1.350496996907408261e-03,1.620751122321473225e-02,1.350496996907408261e-03,2.290336705164476294e-01
1.366819253514536207e-03,1.643723082428882876e-02,1.366819253514536207e-03,2.304066707240477463e-01
1.383371917363849157e-03,1.666832684955088517e-02,1.383371917363849157e-03,2.317865256049796985e-01
1.400156368312974360e-03,1.690080617385736339e-02,1.400156368312974360e-03,2.331732755716889871e-01
1.417173993115786526e-03,1.713467571261451106e-02,1.417173993115786526e-03,2.345669613095762163e-01
1.434426185461221614e-03,1.736994242205058825e-02,1.434426185461221614e-03,2.359676237790654385e-01
1.451914346015464440e-03,1.760661329949320120e-02,1.451914346015464440e-03,2.373753042176847128e-01
1.469639882461992600e-03,1.784469538364441554e-02,1.469639882461992600e-03,2.387900441421554332e-01
1.487604209544514779e-03,1.808419575486852615e-02,1.487604209544514779e-03,2.402118853505159635e-01
1.505808749107493023e-03,1.832512153546361766e-02,1.505808749107493023e-03,2.416408699242553748e-01
1.524254930139672809e-03,1.856747988995799403e-02,1.524254930139672809e-03,2.430770402304546218e-01
1.542944188814244274e-03,1.881127802538462568e-02,1.542944188814244274e-03,2.445204389239725717e-01
1.561877968533404663e-03,1.905652319157957741e-02,1.561877968533404663e-03,2.459711089496092740e-01
1.581057719971311164e-03,1.930322268147022235e-02,1.581057719971311164e-03,2.474290935443367312e-01
1.600484901115999635e-03,1.955138383136501012e-02,1.600484901115999635e-03,2.488944362394985843e-01
1.620160977313651277e-03,1.980101402125478138e-02,1.620160977313651277e-03,2.503671808630730800e-01
1.640087421312769970e-03,2.005212067510742102e-02,1.640087421312769970e-03,2.518473715419144998e-01
1.660265713307363875e-03,2.030471126116406566e-02,1.660265713307363875e-03,2.533350527040487687e-01
1.680697340982691395e-03,2.055879329224929997e-02,1.680697340982691395e-03,2.548302690809581827e-01
1.701383799559059475e-03,2.081437432607335936e-02,1.701383799559059475e-03,2.563330657099216481e-01
1.722326591836311881e-03,2.107146196553211226e-02,1.722326591836311881e-03,2.578434879363205035e-01
1.743527228240866452e-03,2.133006385902680435e-02,1.743527228240866452e-03,2.593615814160206146e-01
1.764987226870212700e-03,2.159018770076848170e-02,1.764987226870212700e-03,2.608873921177385924e-01
1.786708113538219324e-03,2.185184123109396026e-02,1.786708113538219324e-03,2.624209663254335467e-01
1.808691421823341522e-03,2.211503223678468188e-02,1.808691421823341522e-03,2.639623506407446918e-01
1.830938693114101757e-03,2.237976855138112953e-02,1.830938693114101757e-03,2.655115919854063034e-01
1.853451476655680087e-03,2.264605805550989892e-02,1.853451476655680087e-03,2.670687376037093053e-01
1.876231329597129877e-03,2.291390867719966806e-02,1.876231329597129877e-03,2.686338350649890572e-01
1.899279817040511013e-03,2.318332839221626251e-02,1.899279817040511013e-03,2.702069322661218020e-01
1.922598512086537642e-03,2.345432522438328782e-02,1.922598512086537642e-03,2.717880774340284411e-01
1.946188995885061871e-03,2.372690724592185774e-02,1.946188995885061871e-03,2.733773191282493631e-01
1.970052857681563706e-03,2.400108257777677778e-02,1.970052857681563706e-03,2.749747062434714229e-01
1.994191694867262447e-03,2.427685938995693959e-02,1.994191694867262447e-03,2.765802880121366325e-01
2.018607113027350887e-03,2.455424590187305078e-02,2.018607113027350887e-03,2.781941140070292029e-01
2.043300725993004927e-03,2.483325038268113794e-02,2.043300725993004927e-03,2.798162341439324186e-01
2.068274155888323237e-03,2.511388115162471735e-02,2.068274155888323237e-03,2.814466986842467655e-01
2.093529033181836408e-03,2.539614657838296097e-02,2.093529033181836408e-03,2.830855582376841095e-01
2.119066996737204670e-03,2.568005508342086074e-02,2.119066996737204670e-03,2.847328637649526595e-01
2.144889693864596939e-03,2.596561513833872681e-02,2.144889693864596939e-03,2.863886665804871168e-01
2.170998780370993024e-03,2.625283526623034547e-02,2.170998780370993024e-03,2.880530183551729406e-01
2.197395920612473397e-03,2.654172404204024893e-02,2.197395920612473397e-03,2.897259711191283449e-01
2.224082787546177199e-03,2.683229009292475986e-02,2.224082787546177199e-03,2.914075772644805218e-01
2.251061062782729917e-03,2.712454209861236976e-02,2.251061062782729917e-03,2.930978895481871627e-01
2.278332436638850177e-03,2.741848879177211096e-02,2.278332436638850177e-03,2.947969610948611985e-01
2.305898608190216741e-03,2.771413895838370500e-02,2.305898608190216741e-03,2.965048453996330657e-01
2.333761285325775762e-03,2.801150143810859916e-02,2.333761285325775762e-03,2.982215963310488327e-01
2.361922184801368025e-03,2.831058512466522181e-02,2.361922184801368025e-03,2.999472681339657720e-01
2.390383032292933349e-03,2.861139896620445988e-02,2.390383032292933349e-03,3.016819154324805741e-01
2.419145562452393403e-03,2.891395196569335191e-02,2.419145562452393403e-03,3.034255932328999705e-01
2.448211518962357947e-03,2.921825318129700477e-02,2.448211518962357947e-03,3.051783569267297880e-01
2.477582654591262579e-03,2.952431172676650561e-02,2.477582654591262579e-03,3.069402622936574510e-01
2.507260731248482210e-03,2.983213677182794399e-02,2.507260731248482210e-03,3.087113655046178629e-01
2.537247520042865828e-03,3.014173754257565285e-02,2.537247520042865828e-03,3.104917231248329745e-01
2.567544801335997287e-03,3.045312332186411730e-02,2.567544801335997287e-03,3.122813921169110829e-01
