# step_dp, step_pinn
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
1.660138747716241880e+01,4.196285295108133084e+01
2.039068761291074668e-03,1.105559064121344748e-01
5.000000000000000278e-02,2.229770869783292309e+00
1.015759944584445584e+01,5.473990193857866150e-03
1.282441349344103825e-03,5.000000000000000278e-02
5.000000000000000278e-02,2.157612949438383887e-02
4.736339655700446127e-01,5.000000000000000278e-02
5.000000000000000278e-02,1.470606897567028858e-02
5.000000000000000278e-02,5.000000000000000278e-02
1.632127304354430875e+00,5.434196533682876806e-01
5.000000000000000278e-02,5.000000000000000278e-02
1.671627533823046019e-01,5.000000000000000278e-02
6.007117527070839902e-01,5.000000000000000278e-02
4.398702603204543427e-01,5.000000000000000278e-02
5.000000000000000278e-02,4.210311570271900172e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,3.317033814560923360e-02
5.000000000000000278e-02,1.254403070551801669e-01
5.000000000000000278e-02,5.201660354108530449e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,9.631103088208627094e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,3.541043481507756829e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
3.686997793228151687e-01,5.000000000000000278e-02
6.464172558734232465e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,6.288061380859799598e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
4.492699782458350888e-01,5.585824463596970046e-01
3.187689073209315493e-01,5.239072633249424182e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,2.813546112825712764e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
8.749885376231775203e-02,5.000000000000000278e-02
4.184926609116130236e-01,5.000000000000000278e-02
5.000000000000000278e-02,3.866103634237076925e-01
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000278e-02
