# s_error_dp, s_error_pinn
4.225676331105672479e-02,4.241232876028244031e-02
4.218036278851895055e-02,4.218037302430113766e-02
4.218035594948416067e-02,4.218035597160793571e-02
4.218035697021583347e-02,4.218045508135871008e-02
4.218037011122488522e-02,4.218024506811035579e-02
4.218059541664925111e-02,4.218016979340277750e-02
4.218030853467182040e-02,4.218016583466121378e-02
4.218016426732827673e-02,2.947717786466672388e-02
4.218016054130296899e-02,3.018391823421865197e-02
3.418920564113953064e-02,1.733890661433472660e-02
3.690371566552760191e-02,1.763730307360531629e-02
2.723442707386965200e-02,1.919126814677092271e-02
1.572409043349254701e-02,1.530250815069595857e-02
1.520717574726647425e-02,1.432389718669426111e-02
1.429722522845545442e-02,1.410339649380969521e-02
1.424653189036326900e-02,1.245750537458381255e-02
1.349019803820933686e-02,6.093280615622444912e-03
1.378874529871174440e-02,7.476307276861575944e-03
1.181281237515660262e-02,3.968482013993844017e-03
6.455278436130424367e-03,2.075884329520648677e-03
7.009751673583994834e-03,2.384087214926381391e-03
4.659392985521723304e-03,2.843299847598009661e-03
3.214308042261218752e-03,1.785438640342553590e-03
2.068886463846454551e-03,1.976276446418077318e-03
1.821409446826580038e-03,1.731076421442097812e-03
1.821403506067041872e-03,2.170677047219342348e-03
2.070651456297447918e-03,1.536488731250294825e-03
1.993964333723710972e-03,1.146384566156722273e-03
1.709606234542594781e-03,1.242676545913856938e-03
1.344999356584195916e-03,1.174114701999769486e-03
9.310391697395832165e-04,1.577231120656626953e-03
1.147098499228870307e-03,1.445377125555351782e-03
8.067347927081659591e-04,9.356530762572575020e-04
9.325042354351540264e-04,8.571338034026510953e-04
1.352370374028435268e-03,1.267459590815703295e-03
1.105911502328859068e-03,1.688609625922865608e-03
1.195936314139719537e-03,8.002616333356023064e-04
1.244852352085789628e-03,7.637577511811525447e-04
1.221146121344995243e-03,9.401418549955102870e-04
1.206919538637499494e-03,1.297773450472373925e-03
1.141546587247442091e-03,1.220039731598166616e-03
9.908024091972893795e-04,1.466909049711818611e-03
8.437232348504241546e-04,1.060312777757217457e-03
1.378565801574354417e-03,1.426880337531692428e-03
8.560428119125560679e-04,1.481950798625127075e-03
8.335382654379273762e-04,1.466293045702139362e-03
9.885533885582015439e-04,1.345405357547337696e-03
1.000555217983416234e-03,1.313979318807784484e-03
7.887110591969272990e-04,1.303878868701016137e-03
9.277795144273995450e-04,1.164885468344758644e-03
1.326437445651605217e-03,1.134685616195744247e-03
1.009316220168375187e-03,1.369757588711259088e-03
9.110835092268547257e-04,1.518290670666691934e-03
1.437579255733486714e-03,1.762498225712140964e-03
8.542079393283338136e-04,1.633781760243075689e-03
1.603262183050605102e-03,1.288813189106962492e-03
1.309187718965316820e-03,9.560880309684325826e-04
1.365818000195807760e-03,1.197585404262824530e-03
1.230014999428902895e-03,6.945446568149012513e-04
8.197567576358075420e-04,8.184191249741144163e-04
1.656525167366270637e-03,1.039885215389707530e-03
1.196383021439056124e-03,9.422614843205472188e-04
7.750658029384049127e-04,6.427489054914482672e-04
9.889315442417041888e-04,5.693687395490072125e-04
7.603695520462260037e-04,6.844912962652981723e-04
7.189294505356221433e-04,1.234699995600636781e-03
1.075113542001951287e-03,6.796007022465023074e-04
1.597830384860254947e-03,1.447698790955383955e-03
1.019930206280665564e-03,5.235626379051238916e-04
1.102606214112645698e-03,7.075802865071047958e-04
9.143823264122076348e-04,1.103912520336487301e-03
6.769931199734872821e-04,8.098074986457138658e-04
1.127688227767358964e-03,5.040040919273563059e-04
1.257047566394237570e-03,7.709048078317523285e-04
1.409817136053999288e-03,8.765747306015465737e-04
1.137135331384305469e-03,1.052607083653680446e-03
7.853558206947166718e-04,1.041155508465667345e-03
7.521201966090573787e-04,1.035647981799167790e-03
1.411722194325861846e-03,9.071195640843439725e-04
1.221591089021105544e-03,9.260138116599433023e-04
7.121666896148832896e-04,9.237956938181884903e-04
1.537245388782053877e-03,9.174011382971853160e-04
6.977370949432218274e-04,9.240582704635048449e-04
7.585785685604837280e-04,9.568115127659876677e-04
7.632587490009263339e-04,9.885507817027638661e-04
1.166496889164130068e-03,1.060612993980832811e-03
1.213536174419684727e-03,1.043916880373572205e-03
1.098434178322026979e-03,1.017795952873122144e-03
1.346332269063444699e-03,1.016395552419338804e-03
1.259537871800317510e-03,1.019439285645157289e-03
5.685079553760664494e-04,1.025520039497814992e-03
5.275345709474670063e-04,1.041761994832921760e-03
5.172960326230009688e-04,1.186457949975436342e-03
8.660305082566473276e-04,1.144559434514229139e-03
5.250018935434392015e-04,1.088034132085282475e-03
8.717150097853752127e-04,1.110415988921315726e-03
8.856058472766155419e-04,1.303282032075846544e-03
5.445993545697786972e-04,1.194640413840294783e-03
6.276008266372900537e-04,8.777522166841416392e-04
1.002357042402765271e-03,8.115216451885514000e-04
7.953930345895583558e-04,7.086276669188824005e-04
9.029542943848954499e-04,7.051706896638015171e-04
8.019988860720534589e-04,7.130373050435299563e-04
6.106253025912605900e-04,7.146307207822929618e-04
7.599528436529972251e-04,7.180617223550248441e-04
1.055217861126825666e-03,7.172121757344051673e-04
5.109316840451478409e-04,7.176577905107100770e-04
5.350682348354819868e-04,7.176747840324420105e-04
4.288182390734671047e-04,7.177155308913864707e-04
4.033011850907054102e-04,7.179448890902904133e-04
4.679249312583134523e-04,7.178536783629813067e-04
6.080800878622375514e-04,7.177129303570268940e-04
3.530485653292406265e-04,7.174754135395419903e-04
1.120070715695323021e-03,7.170831269746172137e-04
1.211402610026983667e-03,7.164191929760109706e-04
1.255041378500569788e-03,7.152747392206950825e-04
6.039326396670896459e-04,7.058200666722366486e-04
5.500155198432341583e-04,7.041718190227099676e-04
4.714883931975871701e-04,7.073808490041580670e-04
7.570448597916439254e-04,7.253563097177756491e-04
3.513703600474988057e-04,7.106777629883691532e-04
1.008409064015553316e-03,7.084796379019529713e-04
8.919267655975639947e-04,7.103879295090715328e-04
9.010528491893861867e-04,7.068319201499913534e-04
1.048664225900944151e-03,6.899340113241243756e-04
2.770129432462145169e-04,6.904392790722227360e-04
4.306770404871976569e-04,6.917848086304514196e-04
3.990950924991098527e-04,7.037415789201764693e-04
3.048837584879516877e-04,7.026015984018681680e-04
3.196454478183827653e-04,7.007062624137356480e-04
2.347421974883723858e-04,7.004949115401543037e-04
6.051341850492256277e-04,6.953355057961406981e-04
1.436242305382061336e-03,6.898969256348250374e-04
2.301560132513828165e-04,6.859740772942198549e-04
4.046376582115241934e-04,6.844216885724574602e-04
1.199686900730332273e-03,6.850608111931526115e-04
1.220315332000402025e-03,6.858218648066908641e-04
1.370351896265670525e-03,6.935956647694876964e-04
3.996248918687826646e-04,6.902736933986162310e-04
6.693023488958494771e-04,6.872550454730297527e-04
7.339689748076777109e-04,6.872786764808613879e-04
1.286472477983305373e-03,6.872092704046880475e-04
1.224395650307688859e-03,6.868455799999934009e-04
1.262986997553684852e-03,6.857504640299060244e-04
1.372105770519316736e-03,6.805379776619313852e-04
1.103465995262103722e-03,6.787835377232157496e-04
8.481529162414383179e-04,6.780182677752988546e-04
7.168472491329623639e-04,6.740520052534800140e-04
8.499443909335049072e-04,6.775140062676672037e-04
6.941700000492273624e-04,6.748966233423296006e-04
7.009664838473211737e-04,6.743855226331062821e-04
7.136200095060168383e-04,6.745156354088663537e-04
6.551444579721819612e-04,6.698459350602580312e-04
5.261527861489016192e-04,6.688546204067950330e-04
2.753997642985521921e-04,6.726499254890294785e-04
1.419568756373854024e-04,6.684702427027206613e-04
2.558786351960142414e-04,6.664816175176914046e-04
4.078113493325696013e-04,6.663172836792316187e-04
3.218871933610928469e-04,6.648715032156281681e-04
2.539803697489322683e-04,6.637998680727106833e-04
2.885852489827194813e-04,6.601817348895724002e-04
2.933011332490707292e-04,6.561778509298419725e-04
3.102559095585081584e-04,6.569365919588216959e-04
2.669189573781068536e-04,6.575144623128439253e-04
1.544805610292469291e-04,6.574809862005460319e-04
1.421464654415268499e-04,6.579080535900144961e-04
1.449640710146523053e-04,6.574914612076933037e-04
1.239623267852016310e-04,6.553615742829194254e-04
3.763954262733465537e-04,6.493706322394835568e-04
3.576044541046087067e-04,6.453421654755336955e-04
7.056467252817926177e-04,6.427825496650149467e-04
1.067241737108535473e-03,6.408715908203712480e-04
1.260661119106627499e-03,6.417024421636639353e-04
8.798097086168495031e-04,6.431413508673626848e-04
1.144029307650059474e-03,6.433679218001027694e-04
1.095930237317882744e-03,6.420161685427582280e-04
9.937038993358179167e-04,6.436270068656758025e-04
9.352710015355361270e-04,6.422704524144677747e-04
9.522383973621967486e-04,6.399047675907228129e-04
1.117340805537364330e-03,6.360412177422034496e-04
9.977392311180876498e-04,6.324198072541498692e-04
1.112519076212477699e-03,6.310644678203302998e-04
1.129270369392559653e-03,6.323991063618705517e-04
1.095921337387064601e-03,6.333910579199207797e-04
1.052299688359609143e-03,6.336050908681715782e-04
8.771624014205431970e-04,6.338164444143179997e-04
7.469688363157184815e-04,6.328168069281468267e-04
6.687609464305663103e-04,6.310782829809597145e-04
7.189750041761196891e-04,6.278543372020455385e-04
4.904418132651482479e-04,6.255415736782198033e-04
4.957707426768857882e-04,6.258120974543975295e-04
3.782602671634681607e-04,6.256981616730446878e-04
2.439650198877120414e-04,6.259306858739785082e-04
1.676430614372696401e-04,6.250641243935583244e-04
8.202801430264943211e-05,6.238162404674082659e-04
1.439650026844105227e-04,6.233381222931988703e-04
2.506785713153511486e-04,6.231207518222071483e-04
2.006721044302919616e-04,6.227517693904090776e-04
3.043731074675891162e-04,6.226170197317427209e-04
3.444447600888342234e-04,6.212031741059178018e-04
3.905023761259967044e-04,6.212519327726507504e-04
4.187669630430509537e-04,6.218974406604398314e-04
5.893327947227004369e-04,6.172052285302389056e-04
6.047239505938700483e-04,6.222214625419003478e-04
6.856324051830957724e-04,6.111613906421124471e-04
7.381184464703782018e-04,6.215566233206176652e-04
7.709656808819373951e-04,6.257246534451366788e-04
7.294306980972524099e-04,6.277090555676141529e-04
6.558399078449932661e-04,6.287833548196811780e-04
5.595073088069271814e-04,6.352605467541939076e-04
5.157505785264765484e-04,6.350517514517852119e-04
4.788302008741807548e-04,6.366468499925163026e-04
4.710911424243637859e-04,6.362352085088079532e-04
4.829024777540876531e-04,6.357775813692656845e-04
4.744075273193186764e-04,6.342548049735130880e-04
4.706803369076445909e-04,6.343528790546627480e-04
4.673624748568941238e-04,6.344303894174568945e-04
4.670072932416694683e-04,6.345084640394061748e-04
4.666945611956609336e-04,6.346830987641418655e-04
4.665578483632756650e-04,6.351950502970110960e-04
4.665843410358919401e-04,6.354322515024806361e-04
4.668336326583370083e-04,6.353126122686694310e-04
4.673063329351871383e-04,6.337886828340600579e-04
4.676613283850499132e-04,6.324432175014724558e-04
4.665589678879505063e-04,6.314192184680263642e-04
4.604150632097476462e-04,6.306767686994374815e-04
4.509087166584934271e-04,6.297631699156029444e-04
4.251509272613289794e-04,6.277836671635226998e-04
4.156673582469986791e-04,6.263838556537182313e-04
4.065154837515852103e-04,6.232567263050282566e-04
4.214924055342627283e-04,6.219423595097803466e-04
4.267332960953981952e-04,6.203616719481398626e-04
4.265002091775982156e-04,6.190637142837393525e-04
4.294054235624018400e-04,6.185918131275283498e-04
4.317567546496923906e-04,6.173935491468583465e-04
4.147183218031193176e-04,6.173626193093355741e-04
4.023667112555358348e-04,6.136029208989492037e-04
3.968831082311120623e-04,6.135630703337002561e-04
3.840487779154063059e-04,6.139942774396423084e-04
3.718518777367300064e-04,6.130590463496288873e-04
3.467171167631237678e-04,6.124637232855457622e-04
3.084777108906975262e-04,6.111637451714049037e-04
2.937150770329315769e-04,6.084553058824405123e-04
2.865921013330607133e-04,6.041079275728222569e-04
2.851789968960154707e-04,5.995245470120248027e-04
2.981991117631456359e-04,5.966155567273590844e-04
2.700559846770478009e-04,5.970923941535765528e-04
2.609330973703294951e-04,5.960312984173719896e-04
2.553743858328898870e-04,5.959421757924058269e-04
2.635592199949533137e-04,5.934302674089768402e-04
2.637757210712690474e-04,5.942153800287570953e-04
2.619127636135632192e-04,5.913333752893757322e-04
2.583036178429713205e-04,5.900584567604645961e-04
2.572540742904247239e-04,5.880714807991540855e-04
2.480658640489344564e-04,5.880110828366667168e-04
2.533197120439779839e-04,5.883738073216222050e-04
2.702995540394276123e-04,5.871243249154802207e-04
2.561355789460198679e-04,5.896934173952167717e-04
2.509867365691517802e-04,5.872004107483680055e-04
2.388976940288514109e-04,5.875303788134869339e-04
2.232987887410092754e-04,5.877522480151424738e-04
1.978810821345964991e-04,5.892708527627936758e-04
1.901250467657051050e-04,5.879930514119304646e-04
1.805546641020516231e-04,5.878673631241809533e-04
1.373396300848776861e-04,5.884790770260058413e-04
1.304567254895605565e-04,5.915025048851005676e-04
1.298429545424190329e-04,5.890121107800924335e-04
1.161206996852680773e-04,5.886360103838299924e-04
1.104719646825783465e-04,5.900794699127080017e-04
9.373671184067112333e-05,5.917330064546320705e-04
7.942924550273028827e-05,5.894036768220428093e-04
7.561512117187269325e-05,5.888212780424071377e-04
8.495096071207055709e-05,5.891618464380389553e-04
8.563092731553175417e-05,5.887601373637398701e-04
9.183350527243084216e-05,5.830701163630440777e-04
1.139355509024975020e-04,5.850163866633072184e-04
1.029427114186097096e-04,5.846587275541007857e-04
1.150622558818956593e-04,5.870462294868044814e-04
1.142797731496727234e-04,5.839305633459608916e-04
9.036471432771613652e-05,5.780792977277281110e-04
9.191686778822962683e-05,5.761474371488470129e-04
8.872325679969344581e-05,5.761429052000884704e-04
7.842857917366608683e-05,5.762055420598694196e-04
7.832790063141766728e-05,5.751166346243954345e-04
7.883444333585455676e-05,5.747710203329073038e-04
7.999490076930859629e-05,5.733750921256589809e-04
8.237748991313442119e-05,5.738573918752526166e-04
8.398311588488255352e-05,5.744194301285267127e-04
9.301160501534716908e-05,5.747649594561901306e-04
1.235750111155112165e-04,5.758373965372161991e-04
1.987556472924959742e-04,5.781658030814703069e-04
2.216885843573028307e-04,5.807800288519486412e-04
2.661890183799202076e-04,5.807724590794487336e-04
2.760223080220053707e-04,5.783623069944810683e-04
2.807402984482040560e-04,5.801121845640452857e-04
2.770524770383234105e-04,5.823371359128441758e-04
3.012853567780188441e-04,5.854106634882314452e-04
3.275077710405619575e-04,5.916255565749572662e-04
3.563536808587188052e-04,5.925772288573602021e-04
3.820474981204327559e-04,6.050692695969660251e-04
4.092738160396356957e-04,6.073003792863232312e-04
4.173175566419928643e-04,6.203288923902142019e-04
4.385378050133449581e-04,6.175225207016543346e-04
4.244399277906596001e-04,6.149467912198326031e-04
4.167624668283488642e-04,6.226387338654632009e-04
4.457896620829260650e-04,6.286931502119398303e-04
4.856738598243938096e-04,6.408060027070824460e-04
5.015323216606263658e-04,6.404820767056184716e-04
5.209875118787122596e-04,6.419021519475658251e-04
5.242452403272138649e-04,6.491901165111923057e-04
5.190989869018531634e-04,6.486089522138742186e-04
5.251456900999618496e-04,6.506440879813967177e-04
5.282524216809803864e-04,6.543653008283022241e-04
5.416220060422749288e-04,6.649083518796992855e-04
5.435152383752866892e-04,6.625153065381248754e-04
5.526556529986477624e-04,6.622030046069793917e-04
5.754328485064126629e-04,6.691990671950593999e-04
5.708967762779569447e-04,6.650780032482432992e-04
5.706516273664507090e-04,6.643537780492024449e-04
5.810916807604423178e-04,6.667379535623288531e-04
5.855224331225581053e-04,6.687938201978453970e-04
6.282663426637056158e-04,6.712271924711330417e-04
6.494073304854576425e-04,6.721833312399850104e-04
6.806151787284052054e-04,6.721543963827084512e-04
7.993215781997902109e-04,6.725103863092738192e-04
8.253591425686181626e-04,6.739856600470973741e-04
8.544125076177421429e-04,6.764317849273040507e-04
9.296009759070058588e-04,6.805778228401377413e-04
8.969874117537117702e-04,6.853343538712758235e-04
9.240461064363670804e-04,6.906470758332251868e-04
9.861838546995878654e-04,6.941538796035892720e-04
9.822465798734903580e-04,6.951660260248752801e-04
9.986814601798221606e-04,6.901280126422449203e-04
1.022352184655129538e-03,6.893652885714141032e-04
1.022925136663492421e-03,6.890644203037376431e-04
1.038686622772490298e-03,6.894060291712729742e-04
1.042793310974499382e-03,6.906786717339485383e-04
1.070975547692455893e-03,6.918438501231331675e-04
1.119888609452971253e-03,6.925125304685535773e-04
1.146703899306232999e-03,6.928576592490677272e-04
