# alpha_func, r_func, r_func_der, b_func, b_func_der, n_func
9.000000000000000222e-01,8.169342285226556255e-01,-5.359236718022941659e-02,1.589637831613667673e+00,1.570125401564259171e+00,-8.051102163628158146e-06
9.000000000000000222e-01,8.168784097497866492e-01,-5.804465141610615220e-02,1.591207957015232211e+00,1.570125401564259171e+00,-8.722027343930573550e-06
9.000000000000000222e-01,8.168181403156077325e-01,-6.249364832966897154e-02,1.592778082416796304e+00,1.570125401564259171e+00,-9.392952524232841570e-06
9.000000000000000222e-01,8.167534236316958962e-01,-6.693910957154880492e-02,1.594348207818360619e+00,1.570125401564259171e+00,-1.006387770453525867e-05
9.000000000000000222e-01,8.166842633574850074e-01,-7.138078778752587894e-02,1.595918333219924712e+00,1.570125401564259171e+00,-1.073480288483752499e-05
9.000000000000000222e-01,8.166106633992390451e-01,-7.581843668620225074e-02,1.597488458621489249e+00,1.570125401564259171e+00,-1.140572806513994209e-05
9.000000000000000222e-01,8.165326279089523132e-01,-8.025181110597001677e-02,1.599058584023053342e+00,1.570125401564259171e+00,-1.207665324544221011e-05
9.000000000000000222e-01,8.164501612831891464e-01,-8.468066708125876474e-02,1.600628709424617657e+00,1.570125401564259171e+00,-1.274757842574462552e-05
9.000000000000000222e-01,8.163632681618541165e-01,-8.910476190799521135e-02,1.602198834826181750e+00,1.570125401564259171e+00,-1.341850360604689354e-05
9.000000000000000222e-01,8.162719534268976229e-01,-9.352385420825770623e-02,1.603768960227746287e+00,1.570125401564259171e+00,-1.408942878634931064e-05
9.000000000000000222e-01,8.161762222009585344e-01,-9.793770399407009108e-02,1.605339085629310381e+00,1.570125401564259171e+00,-1.476035396665157696e-05
9.000000000000000222e-01,8.160760798459427701e-01,-1.023460727303113771e-01,1.606909211030874696e+00,1.570125401564259171e+00,-1.543127914695399406e-05
9.000000000000000222e-01,8.159715319615387097e-01,-1.067487233966852855e-01,1.608479336432438789e+00,1.570125401564259171e+00,-1.610220432725626208e-05
9.000000000000000222e-01,8.158625843836722069e-01,-1.111454205487385494e-01,1.610049461834002882e+00,1.570125401564259171e+00,-1.677312950755853010e-05
9.000000000000000222e-01,8.157492431829009849e-01,-1.155359303778737967e-01,1.611619587235567419e+00,1.570125401564259171e+00,-1.744405468786094381e-05
9.000000000000000222e-01,8.156315146627483026e-01,-1.199200207703201571e-01,1.613189712637131512e+00,1.570125401564259171e+00,-1.811497986816321183e-05
9.000000000000000222e-01,8.155094053579798885e-01,-1.242974613650611460e-01,1.614759838038695827e+00,1.570125401564259171e+00,-1.878590504846562893e-05
9.000000000000000222e-01,8.153829220328219218e-01,-1.286680236106403363e-01,1.616329963440259920e+00,1.570125401564259171e+00,-1.945683022876789695e-05
9.000000000000000222e-01,8.152520716791250566e-01,-1.330314808208621358e-01,1.617900088841824457e+00,1.570125401564259171e+00,-2.012775540907031405e-05
9.000000000000000222e-01,8.151168615144694929e-01,-1.373876082293179479e-01,1.619470214243388551e+00,1.570125401564259171e+00,-2.079868058937258207e-05
9.000000000000000222e-01,8.149772989802204215e-01,-1.417361830427465996e-01,1.621040339644952866e+00,1.570125401564259171e+00,-2.146960576967499578e-05
9.000000000000000222e-01,8.148333917395280679e-01,-1.460769844931677497e-01,1.622610465046516959e+00,1.570125401564259171e+00,-2.214053094997726380e-05
9.000000000000000222e-01,8.146851476752758892e-01,-1.504097938887984931e-01,1.624180590448081496e+00,1.570125401564259171e+00,-2.281145613027968090e-05
9.000000000000000222e-01,8.145325748879813643e-01,-1.547343946636945411e-01,1.625750715849645589e+00,1.570125401564259171e+00,-2.348238131058194892e-05
9.000000000000000222e-01,8.143756816936440490e-01,-1.590505724261266352e-01,1.627320841251209904e+00,1.570125401564259171e+00,-2.415330649088436602e-05
9.000000000000000222e-01,8.142144766215487772e-01,-1.633581150056393483e-01,1.628890966652773997e+00,1.570125401564259171e+00,-2.482423167118663065e-05
9.000000000000000222e-01,8.140489684120206793e-01,-1.676568124988042641e-01,1.630461092054338534e+00,1.570125401564259171e+00,-2.549515685148904775e-05
9.000000000000000222e-01,8.138791660141367901e-01,-1.719464573136182395e-01,1.632031217455902627e+00,1.570125401564259171e+00,-2.616608203179131577e-05
9.000000000000000222e-01,8.137050785833919164e-01,-1.762268442125605183e-01,1.633601342857466943e+00,1.570125401564259171e+00,-2.683700721209373287e-05
9.000000000000000222e-01,8.135267154793243138e-01,-1.804977703542609557e-01,1.635171468259031036e+00,1.570125401564259171e+00,-2.750793239239600089e-05
9.000000000000000222e-01,8.133440862630981760e-01,-1.847590353338000035e-01,1.636741593660595573e+00,1.570125401564259171e+00,-2.817885757269841798e-05
9.000000000000000222e-01,8.131572006950487097e-01,-1.890104412215896090e-01,1.638311719062159666e+00,1.570125401564259171e+00,-2.884978275300068262e-05
9.000000000000000222e-01,8.129660687321862422e-01,-1.932517926008625597e-01,1.639881844463723981e+00,1.570125401564259171e+00,-2.952070793330309972e-05
9.000000000000000222e-01,8.127707005256679107e-01,-1.974828966037254219e-01,1.641451969865288074e+00,1.570125401564259171e+00,-3.019163311360536774e-05
9.000000000000000222e-01,8.125711064182281618e-01,-2.017035629457957224e-01,1.643022095266852611e+00,1.570125401564259171e+00,-3.086255829390778483e-05
9.000000000000000222e-01,8.123672969415818290e-01,-2.059136039593876255e-01,1.644592220668416704e+00,1.570125401564259171e+00,-3.153348347421005285e-05
9.000000000000000222e-01,8.121592828137883524e-01,-2.101128346252694179e-01,1.646162346069981020e+00,1.570125401564259171e+00,-3.220440865451246995e-05
9.000000000000000222e-01,8.119470749365905737e-01,-2.143010726029590529e-01,1.647732471471545113e+00,1.570125401564259171e+00,-3.287533383481473797e-05
9.000000000000000222e-01,8.117306843927197813e-01,-2.184781382595860633e-01,1.649302596873109650e+00,1.570125401564259171e+00,-3.354625901511715507e-05
9.000000000000000222e-01,8.115101224431749971e-01,-2.226438546972780985e-01,1.650872722274673743e+00,1.570125401564259171e+00,-3.421718419541942309e-05
9.000000000000000222e-01,8.112854005244748423e-01,-2.267980477791189386e-01,1.652442847676238058e+00,1.570125401564259171e+00,-3.488810937572183341e-05
9.000000000000000222e-01,8.110565302458838666e-01,-2.309405461536294668e-01,1.654012973077802151e+00,1.570125401564259171e+00,-3.555903455602410143e-05
9.000000000000000222e-01,8.108235233866158964e-01,-2.350711812778162324e-01,1.655583098479366688e+00,1.570125401564259171e+00,-3.622995973632651853e-05
9.000000000000000222e-01,8.105863918930142908e-01,-2.391897874387570733e-01,1.657153223880930781e+00,1.570125401564259171e+00,-3.690088491662878655e-05
9.000000000000000222e-01,8.103451478757122128e-01,-2.432962017737551053e-01,1.658723349282495096e+00,1.570125401564259171e+00,-3.757181009693120365e-05
9.000000000000000222e-01,8.100998036067720287e-01,-2.473902642890388748e-01,1.660293474684059190e+00,1.570125401564259171e+00,-3.824273527723347167e-05
9.000000000000000222e-01,8.098503715168088313e-01,-2.514718178770474211e-01,1.661863600085623727e+00,1.570125401564259171e+00,-3.891366045753588877e-05
9.000000000000000222e-01,8.095968641920946451e-01,-2.555407083322736028e-01,1.663433725487187820e+00,1.570125401564259171e+00,-3.958458563783815679e-05
9.000000000000000222e-01,8.093392943716506416e-01,-2.595967843657044360e-01,1.665003850888752135e+00,1.570125401564259171e+00,-4.025551081814057389e-05
9.000000000000000222e-01,8.090776749443229221e-01,-2.636398976178450093e-01,1.666573976290316228e+00,1.570125401564259171e+00,-4.092643599844284191e-05
9.000000000000000222e-01,8.088120189458477549e-01,-2.676699026703595052e-01,1.668144101691880765e+00,1.570125401564259171e+00,-4.159736117874525901e-05
9.000000000000000222e-01,8.085423395559042659e-01,-2.716866570563093441e-01,1.669714227093444858e+00,1.570125401564259171e+00,-4.226828635904752025e-05
9.000000000000000222e-01,8.082686500951591357e-01,-2.756900212690442942e-01,1.671284352495009173e+00,1.570125401564259171e+00,-4.293921153934993735e-05
9.000000000000000222e-01,8.079909640223031930e-01,-2.796798587697165717e-01,1.672854477896573266e+00,1.570125401564259171e+00,-4.361013671965220537e-05
9.000000000000000222e-01,8.077092949310783476e-01,-2.836560359934644504e-01,1.674424603298137804e+00,1.570125401564259171e+00,-4.428106189995462247e-05
9.000000000000000222e-01,8.074236565473036364e-01,-2.876184223542647134e-01,1.675994728699701897e+00,1.570125401564259171e+00,-4.495198708025689049e-05
9.000000000000000222e-01,8.071340627258919431e-01,-2.915668902484775948e-01,1.677564854101266212e+00,1.570125401564259171e+00,-4.562291226055930759e-05
9.000000000000000222e-01,8.068405274478683831e-01,-2.955013150570948710e-01,1.679134979502830305e+00,1.570125401564259171e+00,-4.629383744086157561e-05
9.000000000000000222e-01,8.065430648173840256e-01,-2.994215751467201869e-01,1.680705104904394842e+00,1.570125401564259171e+00,-4.696476262116399270e-05
9.000000000000000222e-01,8.062416890587303930e-01,-3.033275518692840622e-01,1.682275230305958935e+00,1.570125401564259171e+00,-4.763568780146626073e-05
9.000000000000000222e-01,8.059364145133555146e-01,-3.072191295605355421e-01,1.683845355707523250e+00,1.570125401564259171e+00,-4.830661298176867782e-05
9.000000000000000222e-01,8.056272556368805349e-01,-3.110961955372996135e-01,1.685415481109087343e+00,1.570125401564259171e+00,-4.897753816207094584e-05
9.000000000000000222e-01,8.053142269961207633e-01,-3.149586400935597830e-01,1.686985606510651881e+00,1.570125401564259171e+00,-4.964846334237335617e-05
9.000000000000000222e-01,8.049973432661112760e-01,-3.188063564953509399e-01,1.688555731912215974e+00,1.570125401564259171e+00,-5.031938852267562419e-05
9.000000000000000222e-01,8.046766192271371798e-01,-3.226392409745080236e-01,1.690125857313780289e+00,1.570125401564259171e+00,-5.099031370297804128e-05
9.000000000000000222e-01,8.043520697617724258e-01,-3.264571927212815972e-01,1.691695982715344382e+00,1.570125401564259171e+00,-5.166123888328030930e-05
9.000000000000000222e-01,8.040237098519248393e-01,-3.302601138758545218e-01,1.693266108116908919e+00,1.570125401564259171e+00,-5.233216406358272640e-05
9.000000000000000222e-01,8.036915545758906987e-01,-3.340479095187629532e-01,1.694836233518473012e+00,1.570125401564259171e+00,-5.300308924388499442e-05
9.000000000000000222e-01,8.033556191054201934e-01,-3.378204876602729501e-01,1.696406358920037327e+00,1.570125401564259171e+00,-5.367401442418741152e-05
9.000000000000000222e-01,8.030159187027933188e-01,-3.415777592287094766e-01,1.697976484321601420e+00,1.570125401564259171e+00,-5.434493960448967954e-05
9.000000000000000222e-01,8.026724687179079831e-01,-3.453196380577888691e-01,1.699546609723165957e+00,1.570125401564259171e+00,-5.501586478479209664e-05
9.000000000000000222e-01,8.023252845853809934e-01,-3.490460408729524344e-01,1.701116735124730051e+00,1.570125401564259171e+00,-5.568678996509436466e-05
9.000000000000000222e-01,8.019743818216641396e-01,-3.527568872767535835e-01,1.702686860526294366e+00,1.570125401564259171e+00,-5.635771514539678176e-05
9.000000000000000222e-01,8.016197760221747126e-01,-3.564520997332986108e-01,1.704256985927858459e+00,1.570125401564259171e+00,-5.702864032569904978e-05
9.000000000000000222e-01,8.012614828584417870e-01,-3.601316035517944103e-01,1.705827111329422996e+00,1.570125401564259171e+00,-5.769956550600146010e-05
9.000000000000000222e-01,8.008995180752696008e-01,-3.637953268691935804e-01,1.707397236730987089e+00,1.570125401564259171e+00,-5.837049068630372812e-05
9.000000000000000222e-01,8.005338974879193659e-01,-3.674432006320081934e-01,1.708967362132551404e+00,1.570125401564259171e+00,-5.904141586660614522e-05
9.000000000000000222e-01,8.001646369793088409e-01,-3.710751585772682493e-01,1.710537487534115497e+00,1.570125401564259171e+00,-5.971234104690841324e-05
9.000000000000000222e-01,7.997917524972318892e-01,-3.746911372126995321e-01,1.712107612935680034e+00,1.570125401564259171e+00,-6.038326622721083034e-05
9.000000000000000222e-01,7.994152600515977980e-01,-3.782910757961041037e-01,1.713677738337244127e+00,1.570125401564259171e+00,-6.105419140751309158e-05
9.000000000000000222e-01,7.990351757116915810e-01,-3.818749163140097158e-01,1.715247863738808443e+00,1.570125401564259171e+00,-6.172511658781551546e-05
9.000000000000000222e-01,7.986515156034569296e-01,-3.854426034595758166e-01,1.716817989140372536e+00,1.570125401564259171e+00,-6.239604176811777670e-05
9.000000000000000222e-01,7.982642959068002586e-01,-3.889940846098197680e-01,1.718388114541937073e+00,1.570125401564259171e+00,-6.306696694842020058e-05
9.000000000000000222e-01,7.978735328529192872e-01,-3.925293098021559457e-01,1.719958239943501166e+00,1.570125401564259171e+00,-6.373789212872246182e-05
9.000000000000000222e-01,7.974792427216531587e-01,-3.960482317103037886e-01,1.721528365345065481e+00,1.570125401564259171e+00,-6.440881730902488569e-05
9.000000000000000222e-01,7.970814418388604272e-01,-3.995508056195649083e-01,1.723098490746629574e+00,1.570125401564259171e+00,-6.507974248932714694e-05
9.000000000000000222e-01,7.966801465738182486e-01,-4.030369894015192189e-01,1.724668616148194111e+00,1.570125401564259171e+00,-6.575066766962957081e-05
9.000000000000000222e-01,7.962753733366508824e-01,-4.065067434881421971e-01,1.726238741549758204e+00,1.570125401564259171e+00,-6.642159284993183206e-05
9.000000000000000222e-01,7.958671385757797312e-01,-4.099600308453942299e-01,1.727808866951322520e+00,1.570125401564259171e+00,-6.709251803023425593e-05
9.000000000000000222e-01,7.954554587754062434e-01,-4.133968169462838294e-01,1.729378992352886613e+00,1.570125401564259171e+00,-6.776344321053651718e-05
9.000000000000000222e-01,7.950403504530154652e-01,-4.168170697434500083e-01,1.730949117754451150e+00,1.570125401564259171e+00,-6.843436839083894105e-05
9.000000000000000222e-01,7.946218301569126785e-01,-4.202207596412713686e-01,1.732519243156015243e+00,1.570125401564259171e+00,-6.910529357114120229e-05
9.000000000000000222e-01,7.941999144637835739e-01,-4.236078594675457554e-01,1.734089368557579558e+00,1.570125401564259171e+00,-6.977621875144361262e-05
9.000000000000000222e-01,7.937746199762868438e-01,-4.269783444447449172e-01,1.735659493959143651e+00,1.570125401564259171e+00,-7.044714393174588741e-05
9.000000000000000222e-01,7.933459633206736417e-01,-4.303321921608885825e-01,1.737229619360708188e+00,1.570125401564259171e+00,-7.111806911204829774e-05
9.000000000000000222e-01,7.929139611444363522e-01,-4.336693825400427249e-01,1.738799744762272281e+00,1.570125401564259171e+00,-7.178899429235057253e-05
9.000000000000000222e-01,7.924786301139876699e-01,-4.369898978124856503e-01,1.740369870163836818e+00,1.570125401564259171e+00,-7.245991947265298285e-05
9.000000000000000222e-01,7.920399869123697645e-01,-4.402937224845439035e-01,1.741939995565400690e+00,1.570125401564259171e+00,-7.313084465295525765e-05
9.000000000000000222e-01,7.915980482369928684e-01,-4.435808433081436242e-01,1.743510120966965227e+00,1.570125401564259171e+00,-7.380176983325766797e-05
9.000000000000000222e-01,7.911528307974049490e-01,-4.468512492500785749e-01,1.745080246368529320e+00,1.570125401564259171e+00,-7.447269501355994277e-05
9.000000000000000222e-01,7.907043513130933565e-01,-4.501049314610392482e-01,1.746650371770093635e+00,1.570125401564259171e+00,-7.514362019386235309e-05
9.000000000000000222e-01,7.902526265113156700e-01,-4.533418832443983915e-01,1.748220497171657950e+00,1.570125401564259171e+00,-7.581454537416462789e-05
9.000000000000000222e-01,7.897976731249621851e-01,-4.565621000248066830e-01,1.749790622573222265e+00,1.570125401564259171e+00,-7.648547055446703821e-05
9.000000000000000222e-01,7.893395078904517081e-01,-4.597655793165871252e-01,1.751360747974786358e+00,1.570125401564259171e+00,-7.715639573476929945e-05
9.000000000000000222e-01,7.888781475456568826e-01,-4.629523206919781142e-01,1.752930873376350895e+00,1.570125401564259171e+00,-7.782732091507172333e-05
9.000000000000000222e-01,7.884136088278627108e-01,-4.661223257492206340e-01,1.754500998777914766e+00,1.570125401564259171e+00,-7.849824609537398457e-05
9.000000000000000222e-01,7.879459084717556072e-01,-4.692755980805309868e-01,1.756071124179479304e+00,1.570125401564259171e+00,-7.916917127567640845e-05
9.000000000000000222e-01,7.874750632074469792e-01,-4.724121432399613907e-01,1.757641249581043397e+00,1.570125401564259171e+00,-7.984009645597866969e-05
9.000000000000000222e-01,7.870010897585262288e-01,-4.755319687111815297e-01,1.759211374982607712e+00,1.570125401564259171e+00,-8.051102163628109357e-05
9.000000000000000222e-01,7.865240048401478390e-01,-4.786350838751852743e-01,1.760781500384172027e+00,1.570125401564259171e+00,-8.118194681658335481e-05
9.000000000000000222e-01,7.860438251571497670e-01,-4.817214999779594331e-01,1.762351625785736342e+00,1.570125401564259171e+00,-8.185287199688577868e-05
9.000000000000000222e-01,7.855605674022062557e-01,-4.847912300981123135e-01,1.763921751187300435e+00,1.570125401564259171e+00,-8.252379717718803993e-05
9.000000000000000222e-01,7.850742482540079559e-01,-4.878442891144931792e-01,1.765491876588864972e+00,1.570125401564259171e+00,-8.319472235749046380e-05
9.000000000000000222e-01,7.845848843754822388e-01,-4.908806936738160376e-01,1.767062001990428843e+00,1.570125401564259171e+00,-8.386564753779272505e-05
9.000000000000000222e-01,7.840924924120376005e-01,-4.939004621583032995e-01,1.768632127391993381e+00,1.570125401564259171e+00,-8.453657271809513537e-05
9.000000000000000222e-01,7.835970889898471459e-01,-4.969036146533615250e-01,1.770202252793557474e+00,1.570125401564259171e+00,-8.520749789839741017e-05
9.000000000000000222e-01,7.830986907141601616e-01,-4.998901729153168993e-01,1.771772378195121789e+00,1.570125401564259171e+00,-8.587842307869982049e-05
9.000000000000000222e-01,7.825973141676471068e-01,-5.028601603392068853e-01,1.773342503596686104e+00,1.570125401564259171e+00,-8.654934825900209528e-05
9.000000000000000222e-01,7.820929759087777988e-01,-5.058136019266660233e-01,1.774912628998250419e+00,1.570125401564259171e+00,-8.722027343930450561e-05
9.000000000000000222e-01,7.815856924702310193e-01,-5.087505242538945538e-01,1.776482754399814512e+00,1.570125401564259171e+00,-8.789119861960678040e-05
9.000000000000000222e-01,7.810754803573340954e-01,-5.116709554397458337e-01,1.778052879801379049e+00,1.570125401564259171e+00,-8.856212379990919072e-05
9.000000000000000222e-01,7.805623560465384525e-01,-5.145749251139311031e-01,1.779623005202942920e+00,1.570125401564259171e+00,-8.923304898021146552e-05
9.000000000000000222e-01,7.800463359839231448e-01,-5.174624643853633632e-01,1.781193130604507457e+00,1.570125401564259171e+00,-8.990397416051387584e-05
9.000000000000000222e-01,7.795274365837322472e-01,-5.203336058106455830e-01,1.782763256006071551e+00,1.570125401564259171e+00,-9.057489934081615064e-05
9.000000000000000222e-01,7.790056742269416690e-01,-5.231883833627216651e-01,1.784333381407636088e+00,1.570125401564259171e+00,-9.124582452111856096e-05
9.000000000000000222e-01,7.784810652598601610e-01,-5.260268323996959428e-01,1.785903506809200181e+00,1.570125401564259171e+00,-9.191674970142082221e-05
9.000000000000000222e-01,7.779536259927578579e-01,-5.288489896338393059e-01,1.787473632210764496e+00,1.570125401564259171e+00,-9.258767488172324608e-05
9.000000000000000222e-01,7.774233726985292359e-01,-5.316548931007809564e-01,1.789043757612328589e+00,1.570125401564259171e+00,-9.325860006202550732e-05
9.000000000000000222e-01,7.768903216113832721e-01,-5.344445821289132148e-01,1.790613883013893126e+00,1.570125401564259171e+00,-9.392952524232793120e-05
9.000000000000000222e-01,7.763544889255677983e-01,-5.372180973089998313e-01,1.792184008415457219e+00,1.570125401564259171e+00,-9.460045042263019244e-05
9.000000000000000222e-01,7.758158907941202775e-01,-5.399754804640127803e-01,1.793754133817021534e+00,1.570125401564259171e+00,-9.527137560293261632e-05
9.000000000000000222e-01,7.752745433276527764e-01,-5.427167746191966513e-01,1.795324259218585627e+00,1.570125401564259171e+00,-9.594230078323487756e-05
9.000000000000000222e-01,7.747304625931619171e-01,-5.454420239723759556e-01,1.796894384620150165e+00,1.570125401564259171e+00,-9.661322596353730144e-05
9.000000000000000222e-01,7.741836646128740229e-01,-5.481512738645077931e-01,1.798464510021714258e+00,1.570125401564259171e+00,-9.728415114383956268e-05
9.000000000000000222e-01,7.736341653631139126e-01,-5.508445707504909805e-01,1.800034635423278573e+00,1.570125401564259171e+00,-9.795507632414198656e-05
9.000000000000000222e-01,7.730819807732070004e-01,-5.535219621702371917e-01,1.801604760824842666e+00,1.570125401564259171e+00,-9.862600150444424780e-05
9.000000000000000222e-01,7.725271267244080420e-01,-5.561834967200155466e-01,1.803174886226407203e+00,1.570125401564259171e+00,-9.929692668474665812e-05
9.000000000000000222e-01,7.719696190488599674e-01,-5.588292240240689823e-01,1.804745011627971296e+00,1.570125401564259171e+00,-9.996785186504893292e-05
9.000000000000000222e-01,7.714094735285780269e-01,-5.614591947065172839e-01,1.806315137029535611e+00,1.570125401564259171e+00,-1.006387770453513432e-04
9.000000000000000222e-01,7.708467058944658001e-01,-5.640734603635435551e-01,1.807885262431099704e+00,1.570125401564259171e+00,-1.013097022256536180e-04
9.000000000000000222e-01,7.702813318253560748e-01,-5.666720735358843353e-01,1.809455387832664242e+00,1.570125401564259171e+00,-1.019806274059560284e-04
9.000000000000000222e-01,7.697133669470794803e-01,-5.692550876816050431e-01,1.811025513234228335e+00,1.570125401564259171e+00,-1.026515525862583032e-04
9.000000000000000222e-01,7.691428268315617656e-01,-5.718225571491943882e-01,1.812595638635792428e+00,1.570125401564259171e+00,-1.033224777665605644e-04
9.000000000000000222e-01,7.685697269959458344e-01,-5.743745371509573205e-01,1.814165764037356743e+00,1.570125401564259171e+00,-1.039934029468629883e-04
9.000000000000000222e-01,7.679940829017409820e-01,-5.769110837367202871e-01,1.815735889438920836e+00,1.570125401564259171e+00,-1.046643281271652495e-04
9.000000000000000222e-01,7.674159099539992201e-01,-5.794322537678635587e-01,1.817306014840485373e+00,1.570125401564259171e+00,-1.053352533074676734e-04
9.000000000000000222e-01,7.668352235005160278e-01,-5.819381048916585364e-01,1.818876140242049466e+00,1.570125401564259171e+00,-1.060061784877699346e-04
9.000000000000000222e-01,7.662520388310570807e-01,-5.844286955159436747e-01,1.820446265643613781e+00,1.570125401564259171e+00,-1.066771036680723585e-04
9.000000000000000222e-01,7.656663711766108493e-01,-5.869040847841112685e-01,1.822016391045177874e+00,1.570125401564259171e+00,-1.073480288483746198e-04
9.000000000000000222e-01,7.650782357086638452e-01,-5.893643325504388519e-01,1.823586516446742412e+00,1.570125401564259171e+00,-1.080189540286770301e-04
9.000000000000000222e-01,7.644876475385044001e-01,-5.918094993557366790e-01,1.825156641848306283e+00,1.570125401564259171e+00,-1.086898792089793049e-04
9.000000000000000222e-01,7.638946217165452079e-01,-5.942396464033414816e-01,1.826726767249870820e+00,1.570125401564259171e+00,-1.093608043892817152e-04
9.000000000000000222e-01,7.632991732316762867e-01,-5.966548355354358568e-01,1.828296892651434913e+00,1.570125401564259171e+00,-1.100317295695839900e-04
9.000000000000000222e-01,7.627013170106335949e-01,-5.990551292097102687e-01,1.829867018052999450e+00,1.570125401564259171e+00,-1.107026547498864003e-04
9.000000000000000222e-01,7.621010679173991775e-01,-6.014405904763590049e-01,1.831437143454563543e+00,1.570125401564259171e+00,-1.113735799301886751e-04
9.000000000000000222e-01,7.614984407526161903e-01,-6.038112829554187488e-01,1.833007268856127858e+00,1.570125401564259171e+00,-1.120445051104910854e-04
9.000000000000000222e-01,7.608934502530340094e-01,-6.061672708144444366e-01,1.834577394257691951e+00,1.570125401564259171e+00,-1.127154302907933602e-04
9.000000000000000222e-01,7.602861110909685527e-01,-6.085086187465275076e-01,1.836147519659256488e+00,1.570125401564259171e+00,-1.133863554710957706e-04
9.000000000000000222e-01,7.596764378737898005e-01,-6.108353919486537720e-01,1.837717645060820582e+00,1.570125401564259171e+00,-1.140572806513980453e-04
9.000000000000000222e-01,7.590644451434266360e-01,-6.131476561004021164e-01,1.839287770462384897e+00,1.570125401564259171e+00,-1.147282058317004557e-04
9.000000000000000222e-01,7.584501473758968881e-01,-6.154454773429859360e-01,1.840857895863948990e+00,1.570125401564259171e+00,-1.153991310120027169e-04
9.000000000000000222e-01,7.578335589808541384e-01,-6.177289222586361817e-01,1.842428021265513527e+00,1.570125401564259171e+00,-1.160700561923051408e-04
9.000000000000000222e-01,7.572146943011587306e-01,-6.199980578503200279e-01,1.843998146667077620e+00,1.570125401564259171e+00,-1.167409813726074020e-04
9.000000000000000222e-01,7.565935676124644349e-01,-6.222529515218048202e-01,1.845568272068641935e+00,1.570125401564259171e+00,-1.174119065529098259e-04
9.000000000000000222e-01,7.559701931228309801e-01,-6.244936710580594186e-01,1.847138397470206028e+00,1.570125401564259171e+00,-1.180828317332120872e-04
9.000000000000000222e-01,7.553445849723484651e-01,-6.267202846059916066e-01,1.848708522871770565e+00,1.570125401564259171e+00,-1.187537569135145110e-04
9.000000000000000222e-01,7.547167572327886376e-01,-6.289328606555252277e-01,1.850278648273334658e+00,1.570125401564259171e+00,-1.194246820938167723e-04
9.000000000000000222e-01,7.540867239072688299e-01,-6.311314680210144967e-01,1.851848773674898974e+00,1.570125401564259171e+00,-1.200956072741191961e-04
9.000000000000000222e-01,7.534544989299375439e-01,-6.333161758229843841e-01,1.853418899076463067e+00,1.570125401564259171e+00,-1.207665324544214574e-04
9.000000000000000222e-01,7.528200961656773549e-01,-6.354870534702176110e-01,1.854989024478027604e+00,1.570125401564259171e+00,-1.214374576347238813e-04
9.000000000000000222e-01,7.521835294098252467e-01,-6.376441706421586142e-01,1.856559149879591697e+00,1.570125401564259171e+00,-1.221083828150261290e-04
9.000000000000000222e-01,7.515448123879098219e-01,-6.397875972716573489e-01,1.858129275281156012e+00,1.570125401564259171e+00,-1.227793079953285664e-04
9.000000000000000222e-01,7.509039587554086070e-01,-6.419174035280343915e-01,1.859699400682720105e+00,1.570125401564259171e+00,-1.234502331756308141e-04
9.000000000000000222e-01,7.502609820975172372e-01,-6.440336598004735569e-01,1.861269526084284642e+00,1.570125401564259171e+00,-1.241211583559332515e-04
9.000000000000000222e-01,7.496158959289400681e-01,-6.461364366817384797e-01,1.862839651485848735e+00,1.570125401564259171e+00,-1.247920835362354992e-04
9.000000000000000222e-01,7.489687136936927780e-01,-6.482258049522083843e-01,1.864409776887413051e+00,1.570125401564259171e+00,-1.254630087165379366e-04
9.000000000000000222e-01,7.483194487649235116e-01,-6.503018355642311565e-01,1.865979902288977144e+00,1.570125401564259171e+00,-1.261339338968401843e-04
9.000000000000000222e-01,7.476681144447488991e-01,-6.523645996267980474e-01,1.867550027690541681e+00,1.570125401564259171e+00,-1.268048590771426217e-04
9.000000000000000222e-01,7.470147239641042880e-01,-6.544141683905232432e-01,1.869120153092105774e+00,1.570125401564259171e+00,-1.274757842574448694e-04
9.000000000000000222e-01,7.463592904826096275e-01,-6.564506132329420707e-01,1.870690278493670089e+00,1.570125401564259171e+00,-1.281467094377473069e-04
9.000000000000000222e-01,7.457018270884498978e-01,-6.584740056441096279e-01,1.872260403895234182e+00,1.570125401564259171e+00,-1.288176346180495545e-04
9.000000000000000222e-01,7.450423467982699721e-01,-6.604844172125144963e-01,1.873830529296798719e+00,1.570125401564259171e+00,-1.294885597983519920e-04
9.000000000000000222e-01,7.443808625570823567e-01,-6.624819196112813335e-01,1.875400654698362812e+00,1.570125401564259171e+00,-1.301594849786542397e-04
9.000000000000000222e-01,7.437173872381898088e-01,-6.644665845846864372e-01,1.876970780099927127e+00,1.570125401564259171e+00,-1.308304101589566500e-04
9.000000000000000222e-01,7.430519336431210542e-01,-6.664384839349566381e-01,1.878540905501491221e+00,1.570125401564259171e+00,-1.315013353392589248e-04
9.000000000000000222e-01,7.423845145015788294e-01,-6.683976895093736159e-01,1.880111030903055758e+00,1.570125401564259171e+00,-1.321722605195613351e-04
9.000000000000000222e-01,7.417151424714012453e-01,-6.703442731876582128e-01,1.881681156304619851e+00,1.570125401564259171e+00,-1.328431856998636099e-04
9.000000000000000222e-01,7.410438301385358084e-01,-6.722783068696454034e-01,1.883251281706184166e+00,1.570125401564259171e+00,-1.335141108801660202e-04
