# alpha_func, r_func, r_func_der, b_func, b_func_der, n_func
9.000000000000000222e-01,4.844881769723421994e-01,9.337894516511410226e-01,7.794531244065099340e-01,1.570125401564259171e+00,3.381462908723799994e-04
9.000000000000000222e-01,4.854218071629285980e-01,9.334706673772635854e-01,7.810232498080740271e-01,1.570125401564259171e+00,3.374753656920777517e-04
9.000000000000000222e-01,4.863551177811691328e-01,9.331503053179002194e-01,7.825933752096384532e-01,1.570125401564259171e+00,3.368044405117752872e-04
9.000000000000000222e-01,4.872881072443426831e-01,9.328283555906302649e-01,7.841635006112028794e-01,1.570125401564259171e+00,3.361335153314728768e-04
9.000000000000000222e-01,4.882207739598101170e-01,9.325048082403137872e-01,7.857336260127669725e-01,1.570125401564259171e+00,3.354625901511706291e-04
9.000000000000000222e-01,4.891531163249400738e-01,9.321796532384973855e-01,7.873037514143311766e-01,1.570125401564259171e+00,3.347916649708683272e-04
9.000000000000000222e-01,4.900851327270367430e-01,9.318528804828191126e-01,7.888738768158954917e-01,1.570125401564259171e+00,3.341207397905659711e-04
9.000000000000000222e-01,4.910168215432633154e-01,9.315244797964026269e-01,7.904440022174598068e-01,1.570125401564259171e+00,3.334498146102635608e-04
9.000000000000000222e-01,4.919481811405694294e-01,9.311944409272527867e-01,7.920141276190240109e-01,1.570125401564259171e+00,3.327788894299612589e-04
9.000000000000000222e-01,4.928792098756148987e-01,9.308627535476402537e-01,7.935842530205882150e-01,1.570125401564259171e+00,3.321079642496589570e-04
9.000000000000000222e-01,4.938099060946940511e-01,9.305294072534848748e-01,7.951543784221525302e-01,1.570125401564259171e+00,3.314370390693566009e-04
9.000000000000000222e-01,4.947402681336576791e-01,9.301943915637318483e-01,7.967245038237168453e-01,1.570125401564259171e+00,3.307661138890541906e-04
9.000000000000000222e-01,4.956702943178376009e-01,9.298576959197242253e-01,7.982946292252810494e-01,1.570125401564259171e+00,3.300951887087518887e-04
9.000000000000000222e-01,4.965999829619674455e-01,9.295193096845668634e-01,7.998647546268452535e-01,1.570125401564259171e+00,3.294242635284495868e-04
9.000000000000000222e-01,4.975293323701053261e-01,9.291792221424910458e-01,8.014348800284095686e-01,1.570125401564259171e+00,3.287533383481472306e-04
9.000000000000000222e-01,4.984583408355529044e-01,9.288374224982052230e-01,8.030050054299738838e-01,1.570125401564259171e+00,3.280824131678448203e-04
9.000000000000000222e-01,4.993870066407766206e-01,9.284938998762504170e-01,8.045751308315380879e-01,1.570125401564259171e+00,3.274114879875425184e-04
9.000000000000000222e-01,5.003153280573280348e-01,9.281486433203416375e-01,8.061452562331022920e-01,1.570125401564259171e+00,3.267405628072402165e-04
9.000000000000000222e-01,5.012433033457610598e-01,9.278016417927070769e-01,8.077153816346666071e-01,1.570125401564259171e+00,3.260696376269378604e-04
9.000000000000000222e-01,5.021709307555508595e-01,9.274528841734236417e-01,8.092855070362309222e-01,1.570125401564259171e+00,3.253987124466354501e-04
9.000000000000000222e-01,5.030982085250107483e-01,9.271023592597433804e-01,8.108556324377951263e-01,1.570125401564259171e+00,3.247277872663331482e-04
9.000000000000000222e-01,5.040251348812108123e-01,9.267500557654175797e-01,8.124257578393593304e-01,1.570125401564259171e+00,3.240568620860308463e-04
9.000000000000000222e-01,5.049517080398920887e-01,9.263959623200119786e-01,8.139958832409236456e-01,1.570125401564259171e+00,3.233859369057284902e-04
9.000000000000000222e-01,5.058779262053832992e-01,9.260400674682207622e-01,8.155660086424879607e-01,1.570125401564259171e+00,3.227150117254260799e-04
9.000000000000000222e-01,5.068037875705138084e-01,9.256823596691674538e-01,8.171361340440521648e-01,1.570125401564259171e+00,3.220440865451237780e-04
9.000000000000000222e-01,5.077292903165308013e-01,9.253228272957096934e-01,8.187062594456163689e-01,1.570125401564259171e+00,3.213731613648214760e-04
9.000000000000000222e-01,5.086544326130101323e-01,9.249614586337298050e-01,8.202763848471806840e-01,1.570125401564259171e+00,3.207022361845191199e-04
9.000000000000000222e-01,5.095792126177691728e-01,9.245982418814242543e-01,8.218465102487449991e-01,1.570125401564259171e+00,3.200313110042167096e-04
9.000000000000000222e-01,5.105036284767803245e-01,9.242331651485855559e-01,8.234166356503092032e-01,1.570125401564259171e+00,3.193603858239144077e-04
9.000000000000000222e-01,5.114276783240807589e-01,9.238662164558784085e-01,8.249867610518734073e-01,1.570125401564259171e+00,3.186894606436121058e-04
9.000000000000000222e-01,5.123513602816833767e-01,9.234973837341089453e-01,8.265568864534377225e-01,1.570125401564259171e+00,3.180185354633097497e-04
9.000000000000000222e-01,5.132746724594871024e-01,9.231266548234924318e-01,8.281270118550021486e-01,1.570125401564259171e+00,3.173476102830073394e-04
9.000000000000000222e-01,5.141976129551848462e-01,9.227540174729069733e-01,8.296971372565662417e-01,1.570125401564259171e+00,3.166766851027050375e-04
9.000000000000000222e-01,5.151201798541727994e-01,9.223794593391474450e-01,8.312672626581304458e-01,1.570125401564259171e+00,3.160057599224027356e-04
9.000000000000000222e-01,5.160423712294578413e-01,9.220029679861736494e-01,8.328373880596947609e-01,1.570125401564259171e+00,3.153348347421003795e-04
9.000000000000000222e-01,5.169641851415632816e-01,9.216245308843464823e-01,8.344075134612591871e-01,1.570125401564259171e+00,3.146639095617979691e-04
9.000000000000000222e-01,5.178856196384363786e-01,9.212441354096638779e-01,8.359776388628232802e-01,1.570125401564259171e+00,3.139929843814956672e-04
9.000000000000000222e-01,5.188066727553529711e-01,9.208617688429869830e-01,8.375477642643874843e-01,1.570125401564259171e+00,3.133220592011933653e-04
9.000000000000000222e-01,5.197273425148211112e-01,9.204774183692614464e-01,8.391178896659517994e-01,1.570125401564259171e+00,3.126511340208910092e-04
9.000000000000000222e-01,5.206476269264865842e-01,9.200910710767321588e-01,8.406880150675162255e-01,1.570125401564259171e+00,3.119802088405885989e-04
9.000000000000000222e-01,5.215675239870332103e-01,9.197027139561511078e-01,8.422581404690803186e-01,1.570125401564259171e+00,3.113092836602862970e-04
9.000000000000000222e-01,5.224870316800878101e-01,9.193123338999793503e-01,8.438282658706445227e-01,1.570125401564259171e+00,3.106383584799839951e-04
9.000000000000000222e-01,5.234061479761200619e-01,9.189199177015825448e-01,8.453983912722088379e-01,1.570125401564259171e+00,3.099674332996816390e-04
9.000000000000000222e-01,5.243248708323426932e-01,9.185254520544203771e-01,8.469685166737732640e-01,1.570125401564259171e+00,3.092965081193792287e-04
9.000000000000000222e-01,5.252431981926113380e-01,9.181289235512264391e-01,8.485386420753373571e-01,1.570125401564259171e+00,3.086255829390769268e-04
9.000000000000000222e-01,5.261611279873245062e-01,9.177303186831864412e-01,8.501087674769015612e-01,1.570125401564259171e+00,3.079546577587746249e-04
9.000000000000000222e-01,5.270786581333202214e-01,9.173296238391068780e-01,8.516788928784658763e-01,1.570125401564259171e+00,3.072837325784722688e-04
9.000000000000000222e-01,5.279957865337738809e-01,9.169268253045748107e-01,8.532490182800303025e-01,1.570125401564259171e+00,3.066128073981699126e-04
9.000000000000000222e-01,5.289125110780941164e-01,9.165219092611172069e-01,8.548191436815943955e-01,1.570125401564259171e+00,3.059418822178675565e-04
9.000000000000000222e-01,5.298288296418195431e-01,9.161148617853478449e-01,8.563892690831585996e-01,1.570125401564259171e+00,3.052709570375652546e-04
9.000000000000000222e-01,5.307447400865124010e-01,9.157056688481085560e-01,8.579593944847229148e-01,1.570125401564259171e+00,3.046000318572628985e-04
9.000000000000000222e-01,5.316602402596515287e-01,9.152943163136053606e-01,8.595295198862873409e-01,1.570125401564259171e+00,3.039291066769605424e-04
9.000000000000000222e-01,5.325753279945271146e-01,9.148807899385388298e-01,8.610996452878514340e-01,1.570125401564259171e+00,3.032581814966582405e-04
9.000000000000000222e-01,5.334900011101322281e-01,9.144650753712216806e-01,8.626697706894156381e-01,1.570125401564259171e+00,3.025872563163558844e-04
9.000000000000000222e-01,5.344042574110530186e-01,9.140471581506952603e-01,8.642398960909799532e-01,1.570125401564259171e+00,3.019163311360535283e-04
9.000000000000000222e-01,5.353180946873603574e-01,9.136270237058381483e-01,8.658100214925443794e-01,1.570125401564259171e+00,3.012454059557511722e-04
9.000000000000000222e-01,5.362315107144971504e-01,9.132046573544638779e-01,8.673801468941084725e-01,1.570125401564259171e+00,3.005744807754488703e-04
9.000000000000000222e-01,5.371445032531699804e-01,9.127800443024165489e-01,8.689502722956726766e-01,1.570125401564259171e+00,2.999035555951465684e-04
9.000000000000000222e-01,5.380570700492339764e-01,9.123531696426563364e-01,8.705203976972369917e-01,1.570125401564259171e+00,2.992326304148441580e-04
9.000000000000000222e-01,5.389692088335805709e-01,9.119240183543380063e-01,8.720905230988014178e-01,1.570125401564259171e+00,2.985617052345418019e-04
9.000000000000000222e-01,5.398809173220225910e-01,9.114925753018843224e-01,8.736606485003655109e-01,1.570125401564259171e+00,2.978907800542395000e-04
9.000000000000000222e-01,5.407921932151804612e-01,9.110588252340484638e-01,8.752307739019297150e-01,1.570125401564259171e+00,2.972198548739371981e-04
9.000000000000000222e-01,5.417030341983641861e-01,9.106227527829733326e-01,8.768008993034940302e-01,1.570125401564259171e+00,2.965489296936347878e-04
9.000000000000000222e-01,5.426134379414583320e-01,9.101843424632418689e-01,8.783710247050584563e-01,1.570125401564259171e+00,2.958780045133324317e-04
9.000000000000000222e-01,5.435234020988012338e-01,9.097435786709175964e-01,8.799411501066226604e-01,1.570125401564259171e+00,2.952070793330301298e-04
9.000000000000000222e-01,5.444329243090693105e-01,9.093004456825832804e-01,8.815112755081867535e-01,1.570125401564259171e+00,2.945361541527278279e-04
9.000000000000000222e-01,5.453420021951544960e-01,9.088549276543658184e-01,8.830814009097511796e-01,1.570125401564259171e+00,2.938652289724254176e-04
9.000000000000000222e-01,5.462506333640443357e-01,9.084070086209585781e-01,8.846515263113154948e-01,1.570125401564259171e+00,2.931943037921230615e-04
9.000000000000000222e-01,5.471588154067000831e-01,9.079566724946348533e-01,8.862216517128796989e-01,1.570125401564259171e+00,2.925233786118207596e-04
9.000000000000000222e-01,5.480665458979335769e-01,9.075039030642515492e-01,8.877917771144437920e-01,1.570125401564259171e+00,2.918524534315184576e-04
9.000000000000000222e-01,5.489738223962835617e-01,9.070486839942499824e-01,8.893619025160082181e-01,1.570125401564259171e+00,2.911815282512160473e-04
9.000000000000000222e-01,5.498806424438901219e-01,9.065909988236429129e-01,8.909320279175725332e-01,1.570125401564259171e+00,2.905106030709136912e-04
9.000000000000000222e-01,5.507870035663695596e-01,9.061308309650017989e-01,8.925021533191367373e-01,1.570125401564259171e+00,2.898396778906113893e-04
9.000000000000000222e-01,5.516929032726871629e-01,9.056681637034282861e-01,8.940722787207008304e-01,1.570125401564259171e+00,2.891687527103090874e-04
9.000000000000000222e-01,5.525983390550291974e-01,9.052029801955230326e-01,8.956424041222652566e-01,1.570125401564259171e+00,2.884978275300066771e-04
9.000000000000000222e-01,5.535033083886734540e-01,9.047352634683460959e-01,8.972125295238295717e-01,1.570125401564259171e+00,2.878269023497043210e-04
9.000000000000000222e-01,5.544078087318596859e-01,9.042649964183695488e-01,8.987826549253937758e-01,1.570125401564259171e+00,2.871559771694020191e-04
9.000000000000000222e-01,5.553118375256584915e-01,9.037921618104201027e-01,9.003527803269578689e-01,1.570125401564259171e+00,2.864850519890997172e-04
9.000000000000000222e-01,5.562153921938398637e-01,9.033167422766188448e-01,9.019229057285222950e-01,1.570125401564259171e+00,2.858141268087973069e-04
9.000000000000000222e-01,5.571184701427377428e-01,9.028387203153052099e-01,9.034930311300866101e-01,1.570125401564259171e+00,2.851432016284949507e-04
9.000000000000000222e-01,5.580210687611175668e-01,9.023580782899640607e-01,9.050631565316508143e-01,1.570125401564259171e+00,2.844722764481926488e-04
9.000000000000000222e-01,5.589231854200401584e-01,9.018747984281336727e-01,9.066332819332149073e-01,1.570125401564259171e+00,2.838013512678903469e-04
9.000000000000000222e-01,5.598248174727263882e-01,9.013888628203146069e-01,9.082034073347790004e-01,1.570125401564259171e+00,2.831304260875880450e-04
9.000000000000000222e-01,5.607259622544178423e-01,9.009002534188650380e-01,9.097735327363434266e-01,1.570125401564259171e+00,2.824595009072856889e-04
9.000000000000000222e-01,5.616266170822389325e-01,9.004089520368905308e-01,9.113436581379077417e-01,1.570125401564259171e+00,2.817885757269833328e-04
9.000000000000000222e-01,5.625267792550572299e-01,8.999149403471280451e-01,9.129137835394719458e-01,1.570125401564259171e+00,2.811176505466810309e-04
9.000000000000000222e-01,5.634264460533424668e-01,8.994181998808156164e-01,9.144839089410360389e-01,1.570125401564259171e+00,2.804467253663786748e-04
9.000000000000000222e-01,5.643256147390245392e-01,8.989187120265611508e-01,9.160540343426004650e-01,1.570125401564259171e+00,2.797758001860763187e-04
9.000000000000000222e-01,5.652242825553497330e-01,8.984164580291984503e-01,9.176241597441647802e-01,1.570125401564259171e+00,2.791048750057739626e-04
9.000000000000000222e-01,5.661224467267368388e-01,8.979114189886370223e-01,9.191942851457289843e-01,1.570125401564259171e+00,2.784339498254716607e-04
9.000000000000000222e-01,5.670201044586320460e-01,8.974035758587055600e-01,9.207644105472930773e-01,1.570125401564259171e+00,2.777630246451693588e-04
9.000000000000000222e-01,5.679172529373616163e-01,8.968929094459818785e-01,9.223345359488575035e-01,1.570125401564259171e+00,2.770920994648669484e-04
9.000000000000000222e-01,5.688138893299842236e-01,8.963794004086222955e-01,9.239046613504218186e-01,1.570125401564259171e+00,2.764211742845645923e-04
9.000000000000000222e-01,5.697100107841417405e-01,8.958630292551763574e-01,9.254747867519860227e-01,1.570125401564259171e+00,2.757502491042622904e-04
9.000000000000000222e-01,5.706056144279099129e-01,8.953437763433989005e-01,9.270449121535501158e-01,1.570125401564259171e+00,2.750793239239599885e-04
9.000000000000000222e-01,5.715006973696461490e-01,8.948216218790481236e-01,9.286150375551145419e-01,1.570125401564259171e+00,2.744083987436575782e-04
9.000000000000000222e-01,5.723952566978366407e-01,8.942965459146817730e-01,9.301851629566788571e-01,1.570125401564259171e+00,2.737374735633552221e-04
9.000000000000000222e-01,5.732892894809433759e-01,8.937685283484403387e-01,9.317552883582430612e-01,1.570125401564259171e+00,2.730665483830529202e-04
9.000000000000000222e-01,5.741827927672485954e-01,8.932375489228263632e-01,9.333254137598071543e-01,1.570125401564259171e+00,2.723956232027506183e-04
9.000000000000000222e-01,5.750757635846994731e-01,8.927035872234709846e-01,9.348955391613715804e-01,1.570125401564259171e+00,2.717246980224482080e-04
9.000000000000000222e-01,5.759681989407486880e-01,8.921666226778965925e-01,9.364656645629358955e-01,1.570125401564259171e+00,2.710537728421458519e-04
9.000000000000000222e-01,5.768600958221976605e-01,8.916266345542696037e-01,9.380357899645000996e-01,1.570125401564259171e+00,2.703828476618435500e-04
9.000000000000000222e-01,5.777514511950354592e-01,8.910836019601438007e-01,9.396059153660641927e-01,1.570125401564259171e+00,2.697119224815412481e-04
9.000000000000000222e-01,5.786422620042782627e-01,8.905375038411994515e-01,9.411760407676286189e-01,1.570125401564259171e+00,2.690409973012388377e-04
9.000000000000000222e-01,5.795325251738058236e-01,8.899883189799695504e-01,9.427461661691929340e-01,1.570125401564259171e+00,2.683700721209364816e-04
9.000000000000000222e-01,5.804222376061985988e-01,8.894360259945625069e-01,9.443162915707571381e-01,1.570125401564259171e+00,2.676991469406341797e-04
9.000000000000000222e-01,5.813113961825725484e-01,8.888806033373730653e-01,9.458864169723213422e-01,1.570125401564259171e+00,2.670282217603318778e-04
9.000000000000000222e-01,5.821999977624129352e-01,8.883220292937886731e-01,9.474565423738856573e-01,1.570125401564259171e+00,2.663572965800294675e-04
9.000000000000000222e-01,5.830880391834059040e-01,8.877602819808839696e-01,9.490266677754499725e-01,1.570125401564259171e+00,2.656863713997271114e-04
9.000000000000000222e-01,5.839755172612693945e-01,8.871953393461109449e-01,9.505967931770141766e-01,1.570125401564259171e+00,2.650154462194248095e-04
9.000000000000000222e-01,5.848624287895846097e-01,8.866271791659792179e-01,9.521669185785783807e-01,1.570125401564259171e+00,2.643445210391225076e-04
9.000000000000000222e-01,5.857487705396228206e-01,8.860557790447287640e-01,9.537370439801426958e-01,1.570125401564259171e+00,2.636735958588200973e-04
9.000000000000000222e-01,5.866345392601727271e-01,8.854811164129940959e-01,9.553071693817070109e-01,1.570125401564259171e+00,2.630026706785177412e-04
9.000000000000000222e-01,5.875197316773659306e-01,8.849031685264617808e-01,9.568772947832712150e-01,1.570125401564259171e+00,2.623317454982154392e-04
9.000000000000000222e-01,5.884043444945022960e-01,8.843219124645205209e-01,9.584474201848354191e-01,1.570125401564259171e+00,2.616608203179131373e-04
9.000000000000000222e-01,5.892883743918723161e-01,8.837373251288986875e-01,9.600175455863997342e-01,1.570125401564259171e+00,2.609898951376107270e-04
9.000000000000000222e-01,5.901718180265785874e-01,8.831493832423039647e-01,9.615876709879640494e-01,1.570125401564259171e+00,2.603189699573083709e-04
9.000000000000000222e-01,5.910546720323560654e-01,8.825580633470426761e-01,9.631577963895282535e-01,1.570125401564259171e+00,2.596480447770060690e-04
9.000000000000000222e-01,5.919369330193918755e-01,8.819633418036431083e-01,9.647279217910924576e-01,1.570125401564259171e+00,2.589771195967037671e-04
9.000000000000000222e-01,5.928185975741419034e-01,8.813651947894614036e-01,9.662980471926567727e-01,1.570125401564259171e+00,2.583061944164013568e-04
9.000000000000000222e-01,5.936996622591470540e-01,8.807635982972885635e-01,9.678681725942210878e-01,1.570125401564259171e+00,2.576352692360990007e-04
9.000000000000000222e-01,5.945801236128481770e-01,8.801585281339434630e-01,9.694382979957852919e-01,1.570125401564259171e+00,2.569643440557966988e-04
9.000000000000000222e-01,5.954599781493995492e-01,8.795499599188605355e-01,9.710084233973494960e-01,1.570125401564259171e+00,2.562934188754943969e-04
9.000000000000000222e-01,5.963392223584810248e-01,8.789378690826716856e-01,9.725785487989138112e-01,1.570125401564259171e+00,2.556224936951919866e-04
9.000000000000000222e-01,5.972178527051070773e-01,8.783222308657783195e-01,9.741486742004781263e-01,1.570125401564259171e+00,2.549515685148896304e-04
9.000000000000000222e-01,5.980958656294373954e-01,8.777030203169176037e-01,9.757187996020423304e-01,1.570125401564259171e+00,2.542806433345873285e-04
9.000000000000000222e-01,5.989732575465841480e-01,8.770802122917202848e-01,9.772889250036065345e-01,1.570125401564259171e+00,2.536097181542850266e-04
9.000000000000000222e-01,5.998500248464179174e-01,8.764537814512634029e-01,9.788590504051708496e-01,1.570125401564259171e+00,2.529387929739826163e-04
9.000000000000000222e-01,6.007261638933721892e-01,8.758237022606139011e-01,9.804291758067351648e-01,1.570125401564259171e+00,2.522678677936802602e-04
9.000000000000000222e-01,6.016016710262471756e-01,8.751899489873673499e-01,9.819993012082993689e-01,1.570125401564259171e+00,2.515969426133779583e-04
9.000000000000000222e-01,6.024765425580110856e-01,8.745524957001755695e-01,9.835694266098635730e-01,1.570125401564259171e+00,2.509260174330756564e-04
9.000000000000000222e-01,6.033507747756011730e-01,8.739113162672735857e-01,9.851395520114278881e-01,1.570125401564259171e+00,2.502550922527733003e-04
9.000000000000000222e-01,6.042243639397216759e-01,8.732663843549957061e-01,9.867096774129922032e-01,1.570125401564259171e+00,2.495841670724708900e-04
9.000000000000000222e-01,6.050973062846412009e-01,8.726176734262849344e-01,9.882798028145564073e-01,1.570125401564259171e+00,2.489132418921685881e-04
9.000000000000000222e-01,6.059695980179901076e-01,8.719651567391988323e-01,9.898499282161206114e-01,1.570125401564259171e+00,2.482423167118662862e-04
9.000000000000000222e-01,6.068412353205532295e-01,8.713088073454053895e-01,9.914200536176849266e-01,1.570125401564259171e+00,2.475713915315639300e-04
9.000000000000000222e-01,6.077122143460624848e-01,8.706485980886757847e-01,9.929901790192492417e-01,1.570125401564259171e+00,2.469004663512615197e-04
9.000000000000000222e-01,6.085825312209899307e-01,8.699845016033693756e-01,9.945603044208134458e-01,1.570125401564259171e+00,2.462295411709592178e-04
9.000000000000000222e-01,6.094521820443362659e-01,8.693164903129118048e-01,9.961304298223776499e-01,1.570125401564259171e+00,2.455586159906569159e-04
9.000000000000000222e-01,6.103211628874201100e-01,8.686445364282708859e-01,9.977005552239419650e-01,1.570125401564259171e+00,2.448876908103545598e-04
9.000000000000000222e-01,6.111894697936629539e-01,8.679686119464204985e-01,9.992706806255062801e-01,1.570125401564259171e+00,2.442167656300521495e-04
9.000000000000000222e-01,6.120570987783767736e-01,8.672886886488071490e-01,1.000840806027070595e+00,1.570125401564259171e+00,2.435458404497498476e-04
9.000000000000000222e-01,6.129240458285458715e-01,8.666047380998023186e-01,1.002410931428634688e+00,1.570125401564259171e+00,2.428749152694475457e-04
9.000000000000000222e-01,6.137903069026102720e-01,8.659167316451563678e-01,1.003981056830199003e+00,1.570125401564259171e+00,2.422039900891451625e-04
9.000000000000000222e-01,6.146558779302453424e-01,8.652246404104442234e-01,1.005551182231763319e+00,1.570125401564259171e+00,2.415330649088427793e-04
9.000000000000000222e-01,6.155207548121414129e-01,8.645284352995057375e-01,1.007121307633327412e+00,1.570125401564259171e+00,2.408621397285404774e-04
9.000000000000000222e-01,6.163849334197815111e-01,8.638280869928831596e-01,1.008691433034891727e+00,1.570125401564259171e+00,2.401912145482381754e-04
9.000000000000000222e-01,6.172484095952165406e-01,8.631235659462523913e-01,1.010261558436456042e+00,1.570125401564259171e+00,2.395202893679357922e-04
9.000000000000000222e-01,6.181111791508396847e-01,8.624148423888490234e-01,1.011831683838020357e+00,1.570125401564259171e+00,2.388493641876334361e-04
9.000000000000000222e-01,6.189732378691601422e-01,8.617018863218949276e-01,1.013401809239584672e+00,1.570125401564259171e+00,2.381784390073311071e-04
9.000000000000000222e-01,6.198345815025734229e-01,8.609846675170131913e-01,1.014971934641148765e+00,1.570125401564259171e+00,2.375075138270288052e-04
9.000000000000000222e-01,6.206952057731310868e-01,8.602631555146457165e-01,1.016542060042713080e+00,1.570125401564259171e+00,2.368365886467264220e-04
9.000000000000000222e-01,6.215551063723088188e-01,8.595373196224642687e-01,1.018112185444277396e+00,1.570125401564259171e+00,2.361656634664240659e-04
9.000000000000000222e-01,6.224142789607731707e-01,8.588071289137797493e-01,1.019682310845841489e+00,1.570125401564259171e+00,2.354947382861217640e-04
9.000000000000000222e-01,6.232727191681457501e-01,8.580725522259446958e-01,1.021252436247405804e+00,1.570125401564259171e+00,2.348238131058194350e-04
9.000000000000000222e-01,6.241304225927677418e-01,8.573335581587568921e-01,1.022822561648970119e+00,1.570125401564259171e+00,2.341528879255170789e-04
9.000000000000000222e-01,6.249873848014599886e-01,8.565901150728596480e-01,1.024392687050534434e+00,1.570125401564259171e+00,2.334819627452146956e-04
9.000000000000000222e-01,6.258436013292832945e-01,8.558421910881370831e-01,1.025962812452098749e+00,1.570125401564259171e+00,2.328110375649123937e-04
9.000000000000000222e-01,6.266990676792982828e-01,8.550897540821096321e-01,1.027532937853662842e+00,1.570125401564259171e+00,2.321401123846100918e-04
9.000000000000000222e-01,6.275537793223210370e-01,8.543327716883271084e-01,1.029103063255227157e+00,1.570125401564259171e+00,2.314691872043077086e-04
9.000000000000000222e-01,6.284077316966778515e-01,8.535712112947586583e-01,1.030673188656791694e+00,1.570125401564259171e+00,2.307982620240053254e-04
9.000000000000000222e-01,6.292609202079603170e-01,8.528050400421852695e-01,1.032243314058355566e+00,1.570125401564259171e+00,2.301273368437030235e-04
9.000000000000000222e-01,6.301133402287759644e-01,8.520342248225856174e-01,1.033813439459919881e+00,1.570125401564259171e+00,2.294564116634007216e-04
9.000000000000000222e-01,6.309649870984997966e-01,8.512587322775251319e-01,1.035383564861484196e+00,1.570125401564259171e+00,2.287854864830983384e-04
9.000000000000000222e-01,6.318158561230220460e-01,8.504785287965455076e-01,1.036953690263048511e+00,1.570125401564259171e+00,2.281145613027959552e-04
9.000000000000000222e-01,6.326659425744955989e-01,8.496935805155502175e-01,1.038523815664612826e+00,1.570125401564259171e+00,2.274436361224936533e-04
9.000000000000000222e-01,6.335152416910826423e-01,8.489038533151922472e-01,1.040093941066176919e+00,1.570125401564259171e+00,2.267727109421913514e-04
9.000000000000000222e-01,6.343637486766970923e-01,8.481093128192624953e-01,1.041664066467741234e+00,1.570125401564259171e+00,2.261017857618889682e-04
9.000000000000000222e-01,6.352114587007475777e-01,8.473099243930821700e-01,1.043234191869305771e+00,1.570125401564259171e+00,2.254308605815865849e-04
9.000000000000000222e-01,6.360583668978777583e-01,8.465056531418879704e-01,1.044804317270869642e+00,1.570125401564259171e+00,2.247599354012842830e-04
9.000000000000000222e-01,6.369044683677068663e-01,8.456964639092297009e-01,1.046374442672433958e+00,1.570125401564259171e+00,2.240890102209819811e-04
9.000000000000000222e-01,6.377497581745654731e-01,8.448823212753597822e-01,1.047944568073998273e+00,1.570125401564259171e+00,2.234180850406795979e-04
9.000000000000000222e-01,6.385942313472322551e-01,8.440631895556349740e-01,1.049514693475562588e+00,1.570125401564259171e+00,2.227471598603772147e-04
9.000000000000000222e-01,6.394378828786674296e-01,8.432390327989114365e-01,1.051084818877126903e+00,1.570125401564259171e+00,2.220762346800749128e-04
9.000000000000000222e-01,6.402807077257474111e-01,8.424098147859517827e-01,1.052654944278690996e+00,1.570125401564259171e+00,2.214053094997726109e-04
9.000000000000000222e-01,6.411227008089939172e-01,8.415754990278279113e-01,1.054225069680255311e+00,1.570125401564259171e+00,2.207343843194702277e-04
9.000000000000000222e-01,6.419638570123042953e-01,8.407360487643356084e-01,1.055795195081819848e+00,1.570125401564259171e+00,2.200634591391678445e-04
9.000000000000000222e-01,6.428041711826795179e-01,8.398914269624083717e-01,1.057365320483383719e+00,1.570125401564259171e+00,2.193925339588655426e-04
9.000000000000000222e-01,6.436436381299501797e-01,8.390415963145374523e-01,1.058935445884948034e+00,1.570125401564259171e+00,2.187216087785632407e-04
9.000000000000000222e-01,6.444822526265018281e-01,8.381865192371984463e-01,1.060505571286512350e+00,1.570125401564259171e+00,2.180506835982608574e-04
9.000000000000000222e-01,6.453200094069976300e-01,8.373261578692861029e-01,1.062075696688076665e+00,1.570125401564259171e+00,2.173797584179584742e-04
9.000000000000000222e-01,6.461569031680999275e-01,8.364604740705496866e-01,1.063645822089640980e+00,1.570125401564259171e+00,2.167088332376561723e-04
9.000000000000000222e-01,6.469929285681910169e-01,8.355894294200418848e-01,1.065215947491205073e+00,1.570125401564259171e+00,2.160379080573538704e-04
9.000000000000000222e-01,6.478280802270917071e-01,8.347129852145712681e-01,1.066786072892769388e+00,1.570125401564259171e+00,2.153669828770514872e-04
9.000000000000000222e-01,6.486623527257764366e-01,8.338311024671649641e-01,1.068356198294333925e+00,1.570125401564259171e+00,2.146960576967491040e-04
9.000000000000000222e-01,6.494957406060910543e-01,8.329437419055401026e-01,1.069926323695897796e+00,1.570125401564259171e+00,2.140251325164468021e-04
9.000000000000000222e-01,6.503282383704660496e-01,8.320508639705825882e-01,1.071496449097462111e+00,1.570125401564259171e+00,2.133542073361445002e-04
9.000000000000000222e-01,6.511598404816284491e-01,8.311524288148390838e-01,1.073066574499026427e+00,1.570125401564259171e+00,2.126832821558421170e-04
9.000000000000000222e-01,6.519905413623129364e-01,8.302483963010183210e-01,1.074636699900590742e+00,1.570125401564259171e+00,2.120123569755397337e-04
9.000000000000000222e-01,6.528203353949715293e-01,8.293387260005011807e-01,1.076206825302155057e+00,1.570125401564259171e+00,2.113414317952374318e-04
9.000000000000000222e-01,6.536492169214809245e-01,8.284233771918668721e-01,1.077776950703719150e+00,1.570125401564259171e+00,2.106705066149351299e-04
9.000000000000000222e-01,6.544771802428506202e-01,8.275023088594291032e-01,1.079347076105283465e+00,1.570125401564259171e+00,2.099995814346327467e-04
9.000000000000000222e-01,6.553042196189250435e-01,8.265754796917861302e-01,1.080917201506848002e+00,1.570125401564259171e+00,2.093286562543303906e-04
9.000000000000000222e-01,6.561303292680894517e-01,8.256428480803843506e-01,1.082487326908412095e+00,1.570125401564259171e+00,2.086577310740280616e-04
