# dp_out, dp_first_der, pinn_out, pinn_second_der
6.709252306373869601e-04,6.709251803020954696e-04,6.709252306373869601e-04,1.396963730541473936e-01
6.716661537380223292e-04,8.110709274458116624e-04,6.716661537380223292e-04,1.405958125260358127e-01
6.725476729978850784e-04,9.521181917233612069e-04,6.725476729978850784e-04,1.414994111110182695e-01
6.735706920169091255e-04,1.094071143631802912e-03,6.735706920169091255e-04,1.424071915951796719e-01
6.747361185784459979e-04,1.236933976522358591e-03,6.747361185784459979e-04,1.433191769081851863e-01
6.760448646688800014e-04,1.380710906747628641e-03,6.760448646688800014e-04,1.442353901242806602e-01
6.774978465041372891e-04,1.525406173810139876e-03,6.774978465041372891e-04,1.451558544633322345e-01
6.790959845495024745e-04,1.671024040502455676e-03,6.790959845495024745e-04,1.460805932918494143e-01
6.808402035465614894e-04,1.817568793059942678e-03,6.808402035465614894e-04,1.470096301240305658e-01
6.827314325340382148e-04,1.965044741304877718e-03,6.827314325340382148e-04,1.479429886228189606e-01
6.847706048722442158e-04,2.113456218797216124e-03,6.847706048722442158e-04,1.488806926009447196e-01
6.869586582670903505e-04,2.262807582986026134e-03,6.869586582670903505e-04,1.498227660220068369e-01
6.892965347938834891e-04,2.413103215359369003e-03,6.892965347938834891e-04,1.507692330015381055e-01
6.917851809219946078e-04,2.564347521596399559e-03,6.917851809219946078e-04,1.517201178080932467e-01
6.944255475381035407e-04,2.716544931723685607e-03,6.944255475381035407e-04,1.526754448643359297e-01
6.972185899713816354e-04,2.869699900266198256e-03,6.972185899713816354e-04,1.536352387481488835e-01
7.001652680175024946e-04,3.023816906405185634e-03,7.001652680175024946e-04,1.545995241937225817e-01
7.032665459642337006e-04,3.178900454135380471e-03,7.032665459642337006e-04,1.555683260926977729e-01
7.065233926158148844e-04,3.334955072423539946e-03,7.065233926158148844e-04,1.565416694952727061e-01
7.099367813170983548e-04,3.491985315362544640e-03,7.099367813170983548e-04,1.575195796113463276e-01
7.135076899807723302e-04,3.649995762339264260e-03,7.135076899807723302e-04,1.585020818116649188e-01
