# loss_dp, loss_pinn
5.039730009855174497e-01,2.145597898296788472e-03
5.038402576670449884e-01,2.060063680189986365e-03
5.038208896390478087e-01,2.029874569381493864e-03
5.038208894562649087e-01,2.029874210051535281e-03
5.038208892673021744e-01,2.029873876103106475e-03
5.038208839308202514e-01,2.029871251935964644e-03
5.038208629456720766e-01,2.029862378890410698e-03
5.038208623121185337e-01,2.029860287111598903e-03
5.038208621130658704e-01,2.029859533816878898e-03
5.038208617222749153e-01,2.029858088593697318e-03
5.038208600043809771e-01,2.029844180630903730e-03
5.038208451842857150e-01,2.029838372858417273e-03
5.038205197650942324e-01,2.029832056199486114e-03
5.038200584697188900e-01,2.029781829992296713e-03
5.038157943272250083e-01,2.029737899354816088e-03
5.038138238091657284e-01,2.029537167893908506e-03
5.038089902366361672e-01,2.029216915591313189e-03
5.014842845118014925e-01,2.028567186277547858e-03
5.013677256862152376e-01,2.027821777220565648e-03
5.012104456146099229e-01,2.019682486892868979e-03
5.008626660209235526e-01,2.017322717708059428e-03
5.002433501207776967e-01,1.985306017240097420e-03
5.001592473503517766e-01,1.749405047532356624e-03
5.001153716355333234e-01,1.701201979729858064e-03
5.001125042230860629e-01,1.186554711205546966e-03
5.001058788491421492e-01,7.649484009324755826e-04
5.000988199021038083e-01,6.380657046853440914e-04
5.000957615894230379e-01,6.119415586555843186e-04
5.000943739728941351e-01,6.060594130896700474e-04
5.000855218741626640e-01,6.056392300130830630e-04
5.000734246356233204e-01,5.944975424062129725e-04
5.000677052421542701e-01,5.765897859071701442e-04
5.000621695850157034e-01,5.705919188286781400e-04
5.000589013552698692e-01,5.537750082379970388e-04
5.000559581588925884e-01,5.399951258425600420e-04
5.000524800634830180e-01,5.289439038440504198e-04
5.000487262658883658e-01,5.185416433498951346e-04
5.000475028353442708e-01,1.784499095174527377e-04
5.000452995106912102e-01,1.539879113486030163e-04
5.000436381681412357e-01,1.301936622942584897e-04
5.000419730745508939e-01,1.223181407803964314e-04
5.000403855880948267e-01,1.179773671383956251e-04
5.000393076254292524e-01,1.061488820715597288e-04
5.000385543803393951e-01,8.868905489098278161e-05
5.000372856722006265e-01,5.184861044602002918e-05
5.000343549670187571e-01,2.943873045572038366e-05
5.000296451344592441e-01,2.850000313402880803e-05
5.000254478315111495e-01,2.662808824104509272e-05
5.000215845098088252e-01,2.613412313189476363e-05
5.000189654550648566e-01,2.554524296062009821e-05
5.000185736921908264e-01,2.512688719019011088e-05
5.000160991403559407e-01,2.449832530432832355e-05
5.000154355855617183e-01,2.402764425653230405e-05
5.000148210189228060e-01,2.369898613929239601e-05
5.000145153121851038e-01,2.330052716821949866e-05
5.000142998024470486e-01,2.279139040022584516e-05
5.000141232428271243e-01,2.215718498701270897e-05
5.000138143283605618e-01,2.102493733879936934e-05
5.000132296905031026e-01,1.935167779249466095e-05
5.000124470904636631e-01,1.704297710477000979e-05
5.000114217034994368e-01,1.332159808039637530e-05
5.000109439512325782e-01,1.285842297798430418e-05
5.000094341238755513e-01,1.261934498670683540e-05
5.000078826444926960e-01,1.256469103404720138e-05
5.000071182208288834e-01,1.254287346495856103e-05
5.000070377543678335e-01,1.251054967309103401e-05
5.000068986901735624e-01,1.249354799371413584e-05
5.000066458876725184e-01,1.244976941304749622e-05
5.000061487170301966e-01,1.232316600382571360e-05
5.000058005514087522e-01,1.223468655590624095e-05
5.000052475436180810e-01,1.205987134761130693e-05
5.000050366969051030e-01,1.196474536194375701e-05
5.000048698073182862e-01,1.192143452772945324e-05
5.000046740628438791e-01,1.186257248291672646e-05
5.000044765101682165e-01,1.180851588558902970e-05
5.000044385460448160e-01,1.172458999748399248e-05
5.000043441825462454e-01,1.147444497063660462e-05
5.000042966272111311e-01,1.125081967678343066e-05
5.000042424782594752e-01,1.073212814681773191e-05
5.000041858063828393e-01,1.017528597049419920e-05
5.000041118802571738e-01,9.603538822834397804e-06
5.000040986187536118e-01,9.000687665377264774e-06
5.000040400031724452e-01,8.325253725895781704e-06
5.000040198754026610e-01,7.228876169312737054e-06
5.000039873125952106e-01,6.724571485167034648e-06
5.000039128852846737e-01,6.026831342322154609e-06
5.000037149775957701e-01,5.633227440143795837e-06
5.000034451470823926e-01,5.426520243225084081e-06
5.000031001388449692e-01,5.328465912880771019e-06
5.000027210793610566e-01,5.131169312379578076e-06
5.000025134655069481e-01,4.424318332874709900e-06
5.000024091749883937e-01,4.219403506775968163e-06
5.000023009026345333e-01,4.146274719384989917e-06
5.000021829677054885e-01,4.093559097099605393e-06
5.000021297882929483e-01,4.000587050967466319e-06
5.000020668343551078e-01,3.891296389902796350e-06
5.000019870970884295e-01,3.753741063809343091e-06
5.000019094654752916e-01,3.678219170307476002e-06
5.000018898480929064e-01,3.612427877537789408e-06
5.000018694764462035e-01,3.529183712328817151e-06
5.000018484446774325e-01,3.378829649705434058e-06
5.000018378043319389e-01,3.073087712895940798e-06
5.000018204762087803e-01,2.790093207631160464e-06
5.000017997930619185e-01,2.337969785057728556e-06
5.000017692971622241e-01,2.114529093006934038e-06
5.000017388942636920e-01,2.062976426307338937e-06
5.000017248458451524e-01,1.938854724946298284e-06
5.000017064596735672e-01,1.891403847197060827e-06
5.000016945284996295e-01,1.813629464086336834e-06
5.000016819672093993e-01,1.748192560398790266e-06
5.000016744250348477e-01,1.662186175458705483e-06
5.000016604019970057e-01,1.617103969705008861e-06
5.000016414749273164e-01,1.588129628276046550e-06
5.000016128348060418e-01,1.541652507529960119e-06
5.000015772524336599e-01,1.520032063999335829e-06
5.000015536321091858e-01,1.506270032898069234e-06
5.000015388324765553e-01,1.490087598414409009e-06
5.000015303975258174e-01,1.467035125392489800e-06
5.000015138333600007e-01,1.462462663905087903e-06
5.000015027283835067e-01,1.454283766283753893e-06
5.000014403630155257e-01,1.450593917276190117e-06
5.000013881785322356e-01,1.445690976075676323e-06
5.000013375005940564e-01,1.435058572084213811e-06
5.000013203794682060e-01,1.425984779351522418e-06
5.000012798623506560e-01,1.416937652873917919e-06
5.000012388088321824e-01,1.395953238245477397e-06
5.000011797236882938e-01,1.325207356852981061e-06
5.000011251827981562e-01,1.231720645865455521e-06
5.000010976670270502e-01,1.180051395707592173e-06
5.000010923434299315e-01,1.147014509542508294e-06
5.000010845028626250e-01,1.117795442139498597e-06
5.000010782163033518e-01,1.107016727000109222e-06
5.000010712238249777e-01,1.093066186533167127e-06
5.000010660935441109e-01,1.078221760453943228e-06
5.000010599054666161e-01,1.061252881995076279e-06
5.000010563877244074e-01,1.040325581429193457e-06
5.000010550841268442e-01,1.014656732600211317e-06
5.000010537477432848e-01,1.008769055842066647e-06
5.000010497581173219e-01,9.877035821961878195e-07
5.000010327902628671e-01,9.778055651853015313e-07
5.000010274466210047e-01,9.654311286150337452e-07
5.000010247498477556e-01,9.341475065237781120e-07
5.000010238510959049e-01,8.945113054103432087e-07
5.000010233134715154e-01,8.725043018125218029e-07
5.000010230968831015e-01,8.443669399136571146e-07
5.000010229642323223e-01,7.932395590354609446e-07
5.000010225735107561e-01,7.504664315996069404e-07
5.000010215774590705e-01,6.704545429894042933e-07
5.000010190581632985e-01,6.266952555878775125e-07
5.000010144526487732e-01,4.943376981541461582e-07
5.000010087006714343e-01,4.552539286947515227e-07
5.000009966028517994e-01,3.991580369118246197e-07
5.000009800687504891e-01,3.658301827686030558e-07
5.000009756484300460e-01,3.313673708197396108e-07
5.000009648024359432e-01,2.938734477788034183e-07
5.000009574299560944e-01,2.737916535083519909e-07
5.000009444453301644e-01,2.564650068503556019e-07
5.000009407957656249e-01,2.425730353692265642e-07
5.000009209335145588e-01,2.167469290057604683e-07
5.000009090687256297e-01,1.998685657382232916e-07
5.000008997198273075e-01,1.824985552469831862e-07
5.000008896646127576e-01,1.706892718439351668e-07
5.000008772933324241e-01,1.661043128466957320e-07
5.000008630465432313e-01,1.617955419584995228e-07
5.000008484050197932e-01,1.531022112211963423e-07
5.000008439157297424e-01,1.513202950340225002e-07
5.000008356296203882e-01,1.497908614222653462e-07
5.000008235512372057e-01,1.481231376643031942e-07
5.000008139347336122e-01,1.472872164031372613e-07
5.000008000071675118e-01,1.469022191506269172e-07
5.000007974560989332e-01,1.466469548679705112e-07
5.000007852216665771e-01,1.465801567299125533e-07
5.000007700130166821e-01,1.459785315350167202e-07
5.000007471511492829e-01,1.449262082402738097e-07
5.000007178452843259e-01,1.425464350939797359e-07
5.000007125774976746e-01,1.405997940087495283e-07
5.000006907572387416e-01,1.389807322334493207e-07
5.000006725500901750e-01,1.383308995389977963e-07
5.000006659025163502e-01,1.382434808481508421e-07
5.000006610806777552e-01,1.382302225409808312e-07
5.000006513257281293e-01,1.382224024468982434e-07
5.000006502457791102e-01,1.382181059437771439e-07
5.000006494035107441e-01,1.382163001078324042e-07
5.000006485397880951e-01,1.382127917285303689e-07
5.000006478155476497e-01,1.382045939303733577e-07
5.000006448453795382e-01,1.381879192652796451e-07
5.000006376185363033e-01,1.381420304937111760e-07
5.000006148947186979e-01,1.380295093171934221e-07
5.000005987148662401e-01,1.377359528318178479e-07
5.000005765392051549e-01,1.368856293106581245e-07
5.000005523134731789e-01,1.346783264242529701e-07
5.000005425460656294e-01,1.330256152237670158e-07
5.000005266742432175e-01,1.309483753539106936e-07
5.000005110120135932e-01,1.303239882893266610e-07
5.000005018332760454e-01,1.290764506142569130e-07
