# dp_out, dp_first_der, pinn_out, pinn_second_der
6.709252306373869601e-04,6.709251803020954696e-04,6.709252306373869601e-04,1.108834650103702746e-01
6.716501848444564543e-04,7.789452033570842815e-04,6.716515521433360407e-04,1.106125050517203778e-01
6.724830456358754822e-04,8.867390022018195594e-04,6.724884866490746108e-04,1.103474806416875342e-01
6.734235887517017217e-04,9.943105110354899523e-04,6.734357691312612901e-04,1.100884112049932417e-01
6.744715938814152371e-04,1.101663691519982891e-03,6.744931405230456412e-04,1.098353162944715189e-01
6.756268446881516987e-04,1.208802532945973951e-03,6.756603477303053983e-04,1.095882155923506573e-01
6.768891288398478246e-04,1.315731052399460310e-03,6.769371436547648013e-04,1.093471289116059175e-01
6.782582380337145349e-04,1.422453294924297396e-03,6.783232872104035622e-04,1.091120761972756981e-01
6.797339680278555391e-04,1.528973333690730740e-03,6.798185433469784147e-04,1.088830775278196716e-01
6.813161186667989963e-04,1.635295270162817616e-03,6.814226830674240164e-04,1.086601531164946843e-01
6.830044939106624455e-04,1.741423234265404574e-03,6.831354834488534032e-04,1.084433233127084506e-01
6.847989018638986911e-04,1.847361384557322239e-03,6.849567276631056802e-04,1.082326086034248736e-01
6.866991548038460990e-04,1.953113908399917165e-03,6.868862049970666812e-04,1.080280296145682550e-01
6.887050692101716245e-04,2.058685022129802533e-03,6.889237108738469062e-04,1.078296071124292821e-01
6.908164657929073043e-04,2.164078971234051352e-03,6.910690468725247350e-04,1.076373620051093161e-01
6.930331695224482879e-04,2.269300030521392841e-03,6.933220207498144239e-04,1.074513153439616842e-01
6.953550096583943499e-04,2.374352504299626077e-03,6.956824464605490706e-04,1.072714883250357465e-01
6.977818197799965641e-04,2.479240726553255669e-03,6.981501441797363216e-04,1.070979022905764744e-01
7.003134378154070175e-04,2.583969061121349498e-03,7.007249403233858963e-04,1.069305787304876132e-01
7.029497060707126611e-04,2.688541901871621675e-03,7.034066675690898041e-04,1.067695392838443613e-01
7.056904712620708448e-04,2.792963672889170468e-03,7.061951648796745400e-04,1.066148057404081584e-01
7.085355845443245572e-04,2.897238828650339215e-03,7.090902775233034940e-04,1.064664000421516876e-01
7.114849015423997279e-04,3.001371854212564472e-03,7.120918570963285718e-04,1.063243442848095244e-01
7.145382823808978752e-04,3.105367265390013287e-03,7.151997615443116824e-04,1.061886607194326704e-01
7.176955917169532866e-04,3.209229608946762013e-03,7.184138551862781236e-04,1.060593717539694003e-01
7.209566987685193116e-04,3.312963462777096524e-03,7.217340087343725175e-04,1.059364999548435549e-01
7.243214773485489189e-04,3.416573436096248528e-03,7.251600993193790855e-04,1.058200680485720246e-01
7.277898058939309689e-04,3.520064169628023265e-03,7.286920105109699923e-04,1.057100989233741295e-01
7.313615674983195295e-04,3.623440335798644441e-03,7.323296323418196276e-04,1.056066156308140824e-01
7.350366499440072520e-04,3.726706638919941028e-03,7.360728613307331329e-04,1.055096413874428984e-01
7.388149457337623172e-04,3.829867815390075592e-03,7.399216005057162714e-04,1.054191995764741652e-01
7.426963521221200282e-04,3.932928633883836511e-03,7.438757594264678533e-04,1.053353137494573710e-01
7.466807711487587814e-04,4.035893895548259280e-03,7.479352542089320356e-04,1.052580076279815424e-01
7.507681096715287678e-04,4.138768434199802115e-03,7.521000075494821023e-04,1.051873051053890951e-01
7.549582793981787646e-04,4.241557116522409743e-03,7.563699487477662303e-04,1.051232302485013426e-01
7.592511969187190277e-04,4.344264842263356741e-03,7.607450137301778647e-04,1.050658072993619907e-01
7.636467837409229497e-04,4.446896544442191512e-03,7.652251450764279957e-04,1.050150606770134942e-01
7.681449663215003665e-04,4.549457189542138735e-03,7.698102920417736889e-04,1.049710149792629776e-01
7.727456761007578737e-04,4.651951777719709469e-03,7.745004105827021836e-04,1.049336949844802414e-01
7.774488495357450559e-04,4.754385343009648324e-03,7.792954633810849664e-04,1.049031256534134204e-01
7.822544281347545590e-04,4.856762953528992455e-03,7.841954198696579311e-04,1.048793321310222959e-01
7.871623584915081765e-04,4.959089711683795088e-03,7.892002562571654367e-04,1.048623397483103847e-01
7.921725923194489725e-04,5.061370754380734027e-03,7.943099555535870901e-04,1.048521740242067679e-01
7.972850864852686070e-04,5.163611253234279275e-03,7.995245075945866132e-04,1.048488606674299328e-01
8.024998030461933740e-04,5.265816414782964472e-03,8.048439090696834271e-04,1.048524255784083481e-01
8.078167092826983760e-04,5.367991480698108830e-03,8.102681635458457588e-04,1.048628948511701742e-01
8.132357777343941817e-04,5.470141727996313818e-03,8.157972814942275001e-04,1.048802947752972559e-01
8.187569862363873897e-04,5.572272469267502970e-03,8.214312803173607572e-04,1.049046518378693449e-01
8.243803179532959531e-04,5.674389052875650208e-03,8.271701843739886345e-04,1.049359927254400748e-01
8.301057614170776443e-04,5.776496863192370768e-03,8.330140250076780882e-04,1.049743443260096054e-01
8.359333105617311379e-04,5.878601320809861974e-03,8.389628405723133144e-04,1.050197337310558865e-01
8.418629647597938338e-04,5.980707882764058070e-03,8.450166764593373047e-04,1.050721882375352800e-01
8.478947288595088498e-04,6.082822042759561398e-03,8.511755851256690760e-04,1.051317353499443552e-01
8.540286132210475655e-04,6.184949331394351546e-03,8.574396261206451188e-04,1.051984027823741341e-01
8.602646337539074416e-04,6.287095316386714927e-03,8.638088661141249533e-04,1.052722184605922040e-01
8.666028119540670864e-04,6.389265602803284594e-03,8.702833789243450422e-04,1.053532105241488104e-01
8.730431749404994743e-04,6.491465833285747777e-03,8.768632455450976792e-04,1.054414073284848374e-01
8.795857554947401208e-04,6.593701688289321794e-03,8.835485541759712305e-04,1.055368374470881943e-01
8.862305920977774955e-04,6.695978886311904077e-03,8.903394002498842084e-04,1.056395296736426515e-01
8.929777289669929823e-04,6.798303184124554477e-03,8.972358864606569655e-04,1.057495130242050996e-01
8.998272160971902342e-04,6.900680377017742728e-03,9.042381227946615085e-04,1.058668167394085646e-01
9.067791092968980563e-04,7.003116299027611902e-03,9.113462265577438638e-04,1.059914702866818770e-01
9.138334702289393000e-04,7.105616823186666764e-03,9.185603224063693031e-04,1.061235033624856605e-01
9.209903664478908064e-04,7.208187861757142656e-03,9.258805423756861575e-04,1.062629458945741900e-01
9.282498714406411337e-04,7.310835366476142738e-03,9.333070259106469738e-04,1.064098280442743460e-01
9.356120646659490817e-04,7.413565328801885457e-03,9.408399198961422873e-04,1.065641802087855528e-01
9.430770315942739197e-04,7.516383780162172457e-03,9.484793786873586081e-04,1.067260330235061394e-01
9.506448637462252063e-04,7.619296792194640844e-03,9.562255641388098856e-04,1.068954173643686945e-01
9.583156587357351784e-04,7.722310477003224705e-03,9.640786456380147796e-04,1.070723643502091704e-01
9.660895203082639753e-04,7.825430987408843464e-03,9.720388001342547980e-04,1.072569053451505328e-01
9.739665583831655978e-04,7.928664517202088646e-03,9.801062121714432945e-04,1.074490719610119438e-01
9.819468890936988714e-04,8.032017301396798814e-03,9.882810739186638667e-04,1.076488960597337119e-01
9.900306348290303059e-04,8.135495616489851756e-03,9.965635852026695322e-04,1.078564097558347701e-01
9.982179242760574108e-04,8.239105780718070093e-03,1.004953953540230552e-03,1.080716454188770381e-01
1.006508892459743619e-03,8.342854154317791426e-03,1.013452394168950707e-03,1.082946356759568740e-01
1.014903680788072559e-03,8.446747139792654124e-03,1.022059130082714640e-03,1.085254134142473736e-01
1.023402437091140271e-03,8.550791182171835203e-03,1.030774392061288743e-03,1.087640117835054765e-01
1.032005315666724432e-03,8.654992769277392028e-03,1.039598418706361334e-03,1.090104641986546774e-01
1.040712477321336597e-03,8.759358431995378780e-03,1.048531456473104223e-03,1.092648043423727344e-01
1.049524089413666605e-03,8.863894744544742466e-03,1.057573759704075276e-03,1.095270661676844837e-01
1.058440325899104697e-03,8.968608324747329164e-03,1.066725590664248120e-03,1.097972839006118306e-01
1.067461367372448452e-03,9.073505834302775241e-03,1.075987219574190898e-03,1.100754920428156369e-01
1.076587401112459813e-03,9.178593979065174935e-03,1.085358924645113540e-03,1.103617253742914528e-01
1.085818621125298443e-03,9.283879509320192014e-03,1.094840992112804372e-03,1.106560189560551466e-01
1.095155228190443971e-03,9.389369220065280075e-03,1.104433716274011174e-03,1.109584081328843785e-01
1.104597429904915183e-03,9.495069951291013055e-03,1.114137399521165570e-03,1.112689285360629610e-01
1.114145440727887758e-03,9.600988588263081880e-03,1.123952352377522237e-03,1.115876160861618560e-01
1.123799482026517204e-03,9.707132061814949253e-03,1.133878893533448243e-03,1.119145069958382699e-01
1.133559782121968881e-03,9.813507348625849502e-03,1.143917349882972142e-03,1.122496377726620587e-01
1.143426576335198654e-03,9.920121471517884260e-03,1.154068056560084155e-03,1.125930452219680022e-01
1.153400107033179366e-03,1.002698149974801112e-02,1.164331356975469153e-03,1.129447664497279513e-01
1.163480623674715327e-03,1.013409454929581344e-02,1.174707602852856705e-03,1.133048388654609440e-01
1.173668382859211021e-03,1.024146778316925577e-02,1.185197154268312998e-03,1.136733001851534253e-01
1.183963648371991629e-03,1.034910841169645046e-02,1.195800379686123589e-03,1.140501884342156602e-01
1.194366691232973728e-03,1.045702369282741628e-02,1.206517655998001195e-03,1.144355419504659022e-01
1.204877789743279267e-03,1.056522093243672522e-02,1.217349368560266239e-03,1.148293993871264407e-01
1.215497229534708793e-03,1.067370748463414287e-02,1.228295911233903779e-03,1.152317997158631702e-01
1.226225303616859360e-03,1.078249075206105800e-02,1.239357686422266208e-03,1.156427822298471408e-01
1.237062312427263024e-03,1.089157818621111495e-02,1.250535105111808248e-03,1.160623865468303206e-01
1.248008563878189254e-03,1.100097728773419270e-02,1.261828586909502547e-03,1.164906526122726493e-01
1.259064373407860031e-03,1.111069560675326251e-02,1.273238560084703763e-03,1.169276207024693148e-01
1.270230064030098294e-03,1.122074074318346604e-02,1.284765461609398921e-03,1.173733314277274342e-01
1.281505966382947247e-03,1.133112034704386595e-02,1.296409737197558310e-03,1.178278257355604985e-01
1.292892418779685321e-03,1.144184211878607194e-02,1.308171841346753451e-03,1.182911449139134596e-01
1.304389767259744870e-03,1.155291380961376291e-02,1.320052237379839254e-03,1.187633305944091333e-01
1.315998365638718819e-03,1.166434322180487371e-02,1.332051397485615497e-03,1.192444247556332382e-01
1.327718575560881808e-03,1.177613820904777064e-02,1.344169802762138106e-03,1.197344697264426383e-01
1.339550766549849970e-03,1.188830667676676889e-02,1.356407943258122880e-03,1.202335081893151081e-01
1.351495316059925494e-03,1.200085658245408915e-02,1.368766318015048750e-03,1.207415831836944342e-01
1.363552609530036333e-03,1.211379593600980797e-02,1.381245435111914943e-03,1.212587381093994665e-01
1.375723040435134761e-03,1.222713280007492465e-02,1.393845811707472180e-03,1.217850167300569275e-01
1.388007010338473913e-03,1.234087529037419806e-02,1.406567974083326213e-03,1.223204631765375527e-01
