# loss_dp, loss_pinn
5.038255574557618521e-01,2.033429849304615143e-03
5.038214555692572816e-01,2.030783829384912292e-03
5.038208734765911023e-01,2.029866347083233210e-03
5.007623764291154744e-01,7.439355668182207624e-04
5.007296526203230957e-01,7.300034664673452295e-04
5.006890758893617344e-01,6.544948326635504536e-04
5.006632281408287533e-01,5.732409920676898593e-04
5.004384574582994016e-01,5.622555806028482457e-04
5.003263145394840627e-01,3.867608870267002911e-04
5.002159126201561890e-01,3.800455975406134227e-04
5.000897283366828594e-01,1.858386758189130305e-04
5.000443537532520688e-01,1.230349432510550913e-04
5.000111260408406366e-01,4.199550451213649507e-05
5.000105642228706015e-01,1.229390735498851999e-05
5.000101040768487604e-01,1.085610209039033637e-05
5.000082199611630696e-01,1.037941498663999188e-05
5.000078444116257126e-01,1.023716600650505159e-05
5.000077635595706615e-01,9.928945974817732423e-06
5.000076786551022057e-01,9.401443337997881334e-06
5.000075424302266036e-01,9.219550039854603228e-06
5.000072535129824747e-01,9.148562530312783205e-06
5.000066842201873474e-01,8.994663681411781158e-06
5.000060666673055154e-01,8.904585829457479525e-06
5.000051983351411211e-01,8.860246402779017760e-06
5.000047691747838696e-01,8.810481106122915955e-06
5.000047056264527168e-01,8.701570629593722572e-06
5.000046701678038108e-01,8.417379884203240851e-06
5.000046549108255745e-01,7.698570162192181870e-06
5.000046241933540081e-01,7.258203770101673746e-06
5.000045865621955965e-01,6.809441123301762864e-06
5.000044964267715830e-01,6.356775168196670446e-06
5.000043324679299683e-01,5.914958263219834715e-06
5.000041280303786362e-01,5.688857843820917583e-06
5.000039562325155895e-01,5.584526337840564785e-06
5.000039029323415374e-01,5.385223530134221830e-06
5.000038819087293529e-01,5.215682203140040612e-06
5.000038618150347558e-01,4.907709175584666579e-06
5.000038390100817187e-01,4.779980984895382885e-06
5.000038266224553496e-01,4.656004619188858597e-06
5.000038222772209551e-01,4.581319197528034989e-06
5.000038185973127991e-01,4.516559051715624141e-06
5.000038079233285471e-01,4.369780810051872851e-06
5.000037595092183818e-01,4.344273351389024930e-06
5.000036805836933773e-01,4.327857156050253310e-06
5.000035401306951455e-01,4.279237589988348031e-06
5.000034065647261938e-01,4.161810971702900759e-06
5.000033472516790534e-01,3.788800288614411685e-06
5.000033142281240517e-01,3.647110782232857116e-06
5.000032726252874316e-01,3.323124950998231800e-06
5.000031619232001567e-01,2.663099433774154575e-06
5.000030619365380957e-01,2.182910053367984395e-06
5.000029729862596195e-01,2.047865218727357513e-06
5.000029494612389103e-01,1.988477865518963706e-06
5.000029184916323644e-01,1.945630168464530881e-06
5.000028676976504549e-01,1.911934771523190960e-06
5.000028185835616590e-01,1.898722546017723075e-06
5.000027923618768355e-01,1.893673747714033239e-06
5.000027560089338463e-01,1.873554069282920527e-06
5.000027023187449959e-01,1.776100536594274995e-06
5.000026906574748242e-01,1.594067600858242061e-06
5.000026490454260175e-01,9.944814190910933189e-07
5.000026296753350419e-01,8.165810368865903088e-07
5.000026234574926898e-01,7.418884193428179145e-07
5.000026067408495090e-01,6.271302881636777521e-07
5.000025773605205615e-01,5.932823945507896109e-07
5.000025698100166727e-01,5.477628970371444624e-07
5.000025637688791935e-01,5.287074808672403392e-07
5.000025575315060200e-01,5.189824802661721649e-07
5.000025540300605531e-01,4.987576998867620401e-07
5.000025505696792383e-01,4.830490426265209359e-07
5.000025433331449776e-01,4.641266227101969876e-07
5.000025343262695099e-01,4.357307735748224947e-07
5.000025242067147602e-01,3.918132375796107248e-07
5.000025201518594198e-01,3.659286561862559708e-07
5.000025098321944084e-01,3.501736408784160876e-07
5.000024941489589203e-01,3.363379903210022141e-07
5.000024541373675468e-01,3.268064440099553015e-07
5.000023586432461586e-01,3.186228780693095177e-07
5.000023223330093414e-01,3.033657418613748082e-07
5.000022602967222340e-01,2.838055380193179218e-07
5.000021655876323301e-01,2.762260952180471406e-07
5.000020864057220793e-01,2.575167542110738574e-07
5.000020308918505796e-01,2.431991750436659040e-07
5.000019846526810863e-01,2.369063154718535421e-07
5.000019540133201490e-01,2.182017534815936463e-07
5.000019060793127190e-01,2.124533650890047701e-07
