# s_error_dp, s_error_pinn
4.240040960427425565e-02,4.265528051900558532e-02
4.218045624157424484e-02,4.218064227270148375e-02
4.218033353175017902e-02,4.218033365544591323e-02
4.218036165845038404e-02,4.218033196238465260e-02
2.739319925090251753e-02,4.218035195316483660e-02
2.675523550102772499e-02,1.310060920218862786e-02
1.023410308472053054e-02,1.250906229534223986e-02
7.202727015939687852e-03,6.973956746968546817e-03
6.138484930396708936e-03,5.702716006304086628e-03
5.445425540608271088e-03,5.045949141582029181e-03
2.011811096831458284e-03,3.761615479284587983e-03
2.924799865922506938e-03,2.933414390573603047e-03
2.031774149990549141e-03,1.865724948555337603e-03
1.731164509053084504e-03,1.859287367222402926e-03
1.733548944538306196e-03,1.723162549708422749e-03
1.764310648340176087e-03,1.579456892528600422e-03
1.865343040227261618e-03,1.356332798712372306e-03
1.263629076184113543e-03,1.647555938562575732e-03
1.445653924217339464e-03,1.034563833534760374e-03
1.207841272526983482e-03,1.175496808436507241e-03
1.033015289009819307e-03,1.210258788980370483e-03
9.122485964127378250e-04,1.293247226713985882e-03
1.079219494875673828e-03,1.561329416692499705e-03
1.074606670291728024e-03,1.219614862967731720e-03
3.882364735786728873e-04,1.341551207283301706e-03
4.958884841603019037e-04,5.571421531881054837e-04
8.725052047814447131e-04,1.223186844204089468e-03
9.304680022647384688e-04,6.441468687086540114e-04
1.013165208109006923e-03,7.630158545508382122e-04
1.247658708819582903e-03,1.420915696721547017e-03
1.366180047844250305e-03,4.674955667451263157e-04
1.247858967955846245e-03,3.740325283362076281e-04
3.889828958708057725e-04,1.453621760886852866e-03
8.072878149441150772e-04,4.302774554350764931e-04
1.203260368584225040e-03,3.270344346223439465e-04
3.276571081323600781e-04,3.483918069468281841e-04
9.502419804545696354e-04,4.385616569924245659e-04
9.501023592746990530e-04,9.795208823058605338e-04
1.279705568902999267e-03,1.401690383151014312e-03
8.238783570979359670e-04,8.659742611552061166e-04
2.457782750638509727e-04,3.607362243387315210e-04
8.280279415237166898e-04,6.408157173935153435e-04
4.352257306285719878e-04,8.795392265606151406e-04
2.227179644719148107e-04,4.087036775019932074e-04
1.382495924649218598e-03,4.932880567629752177e-04
8.327111635489488827e-04,2.891579475023957802e-04
1.094236952260186670e-03,7.071703044490105106e-04
8.512606411038689449e-04,1.413837275227040413e-03
8.158167917056728322e-04,1.382002162264499593e-03
3.943009175047617167e-04,1.177363871892302561e-03
2.441398486505676137e-04,7.561874356826322943e-04
3.189425977879714233e-04,3.193313205570427250e-04
3.513539081095786863e-04,6.407819806127121147e-04
2.749364717892419899e-04,7.615634227512618802e-04
2.317694443709736080e-04,9.066313489990842711e-04
3.041269782784073328e-04,1.213401957843472960e-03
2.887144390005612999e-04,8.310854706337378892e-04
5.742226574614797815e-04,6.249132626055472779e-04
4.116431523393419356e-04,3.930034786944344651e-04
1.399499891992582240e-03,3.067329478777705673e-04
1.250182048826252576e-03,1.161238721754364808e-03
4.545660109127078554e-04,7.752057884784745168e-04
1.138884854251014708e-03,6.141831181370595132e-04
7.412074984432619456e-04,1.079122827860536267e-03
2.966484490792825461e-04,1.183375872890724944e-03
8.115059220577406154e-04,1.372209161716329666e-03
1.270680962492961794e-03,1.378888674886991766e-03
1.039766707161060523e-03,1.418407189682517307e-03
4.489809679779177922e-04,1.272148031388571935e-03
3.331842593946036566e-04,1.176378529314615418e-03
3.621434286097604681e-04,1.250422813289566283e-03
3.946459842257022950e-04,1.161101011184133801e-03
6.955066897363579043e-04,9.937402131295438625e-04
1.372019345637021104e-03,8.180650545233635615e-04
7.257230367053449848e-04,6.082577024659579753e-04
7.325628025800289900e-04,3.144385859145259359e-04
2.576064401249427436e-04,2.343477544350751330e-04
2.395039459437315081e-04,2.455268652254204240e-04
2.763781349218978481e-04,2.607965634123809735e-04
3.824268927870693173e-04,3.428870742665641428e-04
3.508570457272923329e-04,4.123919073641596272e-04
1.448869330086965555e-03,5.280036930520367461e-04
1.239391223446774382e-03,5.712179711065852854e-04
8.447585223599042787e-04,4.800055718095711378e-04
1.956122196633749836e-04,3.647727853004280080e-04
3.508305664112878813e-04,1.958253727450155746e-04
4.371342009167910095e-04,1.049592928448814645e-04
4.806355828923660292e-04,1.567175873499319395e-04
5.468344473540776669e-04,1.600128965469669413e-04
4.966880011184918132e-04,1.510058333735566684e-04
5.690169235790424425e-04,1.587029067776102873e-04
6.019203749156328649e-04,3.195339603000934506e-04
7.053904361296312910e-04,7.737844353585965210e-04
1.105871320927788058e-03,8.611630239257245419e-04
1.192887675406840813e-03,8.710291117540047571e-04
1.171197328801419158e-03,8.699051127137729126e-04
1.055574551879713031e-03,8.686739836192711390e-04
9.601646402170672988e-04,8.764007356281466659e-04
6.205659187743814507e-04,8.924971704046651133e-04
4.105162821399884940e-04,9.147919213298754326e-04
4.671642514647290326e-04,9.492938617236056998e-04
3.105283241029271868e-04,9.921066215022829923e-04
1.068413967864845172e-04,1.029217511628093863e-03
2.240432310501402522e-04,1.034734138310202528e-03
3.741611249591257540e-04,9.431716404374573251e-04
3.487411414032926807e-04,8.784404588923152863e-04
3.552021878359279557e-04,8.462990707833331974e-04
4.537580759725989409e-04,8.543092991223354441e-04
6.308566558455106638e-04,8.710292709080558063e-04
9.190995542452582399e-04,8.817429788015571958e-04
1.123311286892173314e-03,9.026129756608995214e-04
1.149820234660617292e-03,8.397687210958569223e-04
1.139401384678890043e-03,6.527062052149945962e-04
1.138624285805265278e-03,6.499924200614544314e-04
1.196269638765286346e-03,5.900901679768040531e-04
1.233251904993735645e-03,3.668695529608092219e-04
1.333962305813283719e-03,2.047941700503853445e-04
1.362205548208670746e-03,1.522091983012801469e-04
1.288753093017957823e-03,1.092474920886974874e-04
1.136860502011233752e-03,1.821392255815187141e-04
9.602583537080195460e-04,1.100024622188482739e-04
8.569478981540100881e-04,8.554719316533219899e-05
2.260753703554707172e-04,8.705114187781885055e-05
5.694578803797002318e-04,9.466550900043545777e-05
8.052006749107472458e-04,7.917717403506786909e-05
9.412455958235468097e-04,7.963876120992268988e-05
1.052201959273516311e-03,9.441674013718125104e-05
1.068751967429936237e-03,9.423010137202336245e-05
1.092260998485460391e-03,1.137834683196166391e-04
1.373423049423627001e-03,1.700899917399434000e-04
1.398549010725061480e-03,1.691288627337232176e-04
1.412756178311581684e-03,1.508790573825596990e-04
1.382219874861954001e-03,1.181120022762614108e-04
1.384590659792332311e-03,8.419876406734503411e-05
1.416495945989825356e-03,4.583334585981310456e-04
1.400534184187676766e-03,6.205741369439177245e-04
1.398867030950134418e-03,8.616404176168375928e-04
1.388043066080836595e-03,7.862114842543828884e-04
1.386774415367060531e-03,8.199627726669225574e-04
1.402767831617249532e-03,8.470401289362738430e-04
1.378567125252965148e-03,9.658948938595185397e-04
1.343860670228989602e-03,9.942599870157340595e-04
1.288855952287896534e-03,1.052001833324339979e-03
1.291666769124081605e-03,1.078311841652234869e-03
1.393463652514701293e-03,1.071115543863932927e-03
1.388160404273609859e-03,1.068218283339839557e-03
1.365803793182011894e-03,1.062400521245484512e-03
1.325219668930577473e-03,1.073266306010599259e-03
1.348980758363153799e-03,1.102696193620665089e-03
1.350726609566229751e-03,1.163428807996148926e-03
1.343800232731353099e-03,1.277335301664727588e-03
1.368473722202771586e-03,1.407609756764662857e-03
1.395893399302109220e-03,1.333889006096372534e-03
1.387092672098365603e-03,1.147425223451387696e-03
1.336723823391800436e-03,1.008742962586325290e-03
1.365602019911989207e-03,9.674867486908729020e-04
1.393730634938286769e-03,8.266121640446802985e-04
1.374941451564357271e-03,8.800736953139849791e-04
1.321545125605108270e-03,8.244839936672794132e-04
1.304957935742051588e-03,7.517096105509314631e-04
1.272444108569449183e-03,5.455562044661409508e-04
1.222057849012122676e-03,4.647269681252089559e-04
1.139277349222968640e-03,2.158723705188722391e-04
1.128934759968322921e-03,1.554961239110230471e-04
1.108391307939232944e-03,1.038687078309998024e-04
1.080963346411468193e-03,2.687916167102008059e-04
1.092571630712523304e-03,8.385533453663078377e-04
1.079072170466496752e-03,1.066771871074008709e-03
1.077854516595156461e-03,1.166778004555225163e-03
1.070627233424349721e-03,1.124638849888265520e-03
1.059051077891284007e-03,1.280567082825498663e-03
1.041756891001237870e-03,1.326011857165284484e-03
1.033529956980021097e-03,1.413948978364916367e-03
1.033869439361309248e-03,1.287431645805007900e-03
1.026647404577000480e-03,1.245682119914933361e-03
1.010490994654545749e-03,1.157384597670844907e-03
9.937819424464110641e-04,1.043973321068233972e-03
9.836332764668557355e-04,1.004226319011293500e-03
9.806384430226750080e-04,9.658913397807538520e-04
9.810535517560312318e-04,9.496821670375477260e-04
9.815718602947714946e-04,8.713845198823472454e-04
9.993480933404923997e-04,7.106220015276719240e-04
9.950725676433856953e-04,6.111610098633099694e-04
9.954179359000050239e-04,7.954555411885412802e-04
1.006161196136086096e-03,1.124581084917694335e-03
1.018065864775458129e-03,1.337061038753840480e-03
1.035808441681482011e-03,1.103129765623908458e-03
1.061107997143383858e-03,9.993792721570216378e-04
1.109891424307006850e-03,8.934002282685742135e-04
1.211394695581261395e-03,7.634998680547734097e-04
1.259086716585177236e-03,6.088082317743116192e-04
1.311893477903480851e-03,2.976849671881876035e-04
1.372943020561227800e-03,2.857372419821018828e-04
1.327657495252874834e-03,2.257338169825657073e-04
1.346946985628246028e-03,2.909940151637758739e-04
1.383703610496995638e-03,2.714216659998606638e-04
1.390154202397244580e-03,4.994221536360152766e-04
1.401063214619027979e-03,6.053098214836985036e-04
1.401591951143622188e-03,1.106958387217211754e-03
1.405739054371413438e-03,9.722020321084215259e-04
1.406319156846140735e-03,1.124871026635444879e-03
1.404195609832251980e-03,1.262177094898012152e-03
1.393725998256886180e-03,1.276247367538484558e-03
1.372234786813192895e-03,1.289875419336046145e-03
1.349691654206046625e-03,1.114573465134798512e-03
1.308522069841142315e-03,9.976863109974296474e-04
1.286455051593008011e-03,8.906120326778613292e-04
1.276416798394625204e-03,5.533779752441843162e-04
1.268789427616489945e-03,6.275874418382209382e-04
1.260521604938844150e-03,5.239400521553466391e-04
1.251848934311221122e-03,3.633239960096358557e-04
1.255514086200045258e-03,3.359342955731028577e-04
1.259051726871820943e-03,2.192342286548360408e-04
1.263903103996680656e-03,1.401204523825175209e-04
1.272535668738826887e-03,1.223647316925415127e-04
1.288859694330266297e-03,1.415022790640234373e-04
1.318694345019149131e-03,2.282452271906807860e-04
1.356903562600577252e-03,3.095892376942649665e-04
1.344473481336168515e-03,4.000240361499403179e-04
1.367693350196999341e-03,5.939676101078393989e-04
1.259791510954342544e-03,5.982709168786235106e-04
1.102107298506655982e-03,6.518353656464101996e-04
7.981230907660668379e-04,7.821628052663207303e-04
9.344710979931647758e-04,7.544335034248983310e-04
8.572580485047311127e-04,7.633637310716009103e-04
8.417524830471963997e-04,7.857252499744901393e-04
7.600698149225886555e-04,8.706541013082280851e-04
8.303727165914294352e-04,8.742738183052200900e-04
7.257076259668457634e-04,9.059365267075931028e-04
5.734027336996589536e-04,1.010409000856604808e-03
5.076808505037215319e-04,1.041347725450405669e-03
5.139155150930044789e-04,1.149785923408196435e-03
4.155247619870425973e-04,1.162362579617402369e-03
3.715875368282063910e-04,1.192510017967366668e-03
2.446676021918058682e-04,1.227825052840533478e-03
1.117519378110065533e-04,1.228230565085220447e-03
2.335477471406314999e-04,1.126182184108670678e-03
2.089956799859631672e-04,1.055071864771634166e-03
2.458650988632824744e-04,8.403558473238172165e-04
2.815842056835184820e-04,8.492468073295704988e-04
3.456590206567430315e-04,7.684286379391729862e-04
5.022467651816774894e-04,5.622715889459796966e-04
5.119636512527186815e-04,5.538770817609825698e-04
6.367296373303721205e-04,3.303617410528487952e-04
8.520902818028316212e-04,1.212413503463152320e-04
8.508752794308939655e-04,1.099977737478699449e-04
1.362860670794349130e-03,2.347901437987919048e-04
1.397266241310461069e-03,3.173336906263331866e-04
1.285573291765294357e-03,6.088572420727834510e-04
1.396333747048174008e-03,8.039926867161337285e-04
1.140438198413826513e-03,8.695856145255318912e-04
1.183953717246408275e-03,8.985873272001172144e-04
1.072651533190103383e-03,1.059431327720102576e-03
7.487705946968610396e-04,1.205464847364457089e-03
5.444569033142726859e-04,1.321350873010801235e-03
5.378836788880063174e-04,1.338911832562928676e-03
5.060970892412991950e-04,1.085238487361104903e-03
4.509649339629718894e-04,1.045482596140793769e-03
4.360584218109077271e-04,9.537777643146883077e-04
4.249038203595486510e-04,8.978446996836232869e-04
2.534628465059390553e-04,8.345835096007931655e-04
2.677617486650660716e-04,7.530410755377463889e-04
1.653925852384784112e-04,5.379642584407497456e-04
1.063281919557444879e-04,5.714601076511672574e-04
3.119975779656041968e-04,1.650807916861427070e-04
3.732740355571854962e-04,1.402868315902205585e-04
4.097189496404410412e-04,1.177104652349628822e-04
6.204226145915734108e-04,1.424705540985641606e-04
5.784550793354061547e-04,2.732203510773453261e-04
7.057893901300447666e-04,6.159699908352342379e-04
9.847097381686284977e-04,5.410520220179881098e-04
1.195911564077764555e-03,6.753479274995000245e-04
1.174182945257362144e-03,8.517671925954324597e-04
1.187163248946685725e-03,8.640255664290932272e-04
8.706434572539798432e-04,1.132308008119112643e-03
9.207278547681510984e-04,1.342670618778151999e-03
8.797656461617461973e-04,1.326233670473928776e-03
5.394323834282439703e-04,1.415540072200975304e-03
6.831470015913009269e-04,1.338986035801926870e-03
7.944211868244927411e-05,1.281720995518939718e-03
1.779228696721565093e-04,1.085420827758657759e-03
7.319545534434577214e-05,1.194266283800488569e-03
1.884105965363721863e-04,1.171342626635040211e-03
2.368880306405362365e-04,1.102560803056622978e-03
3.625525822632654697e-04,9.492908100308820917e-04
3.810734570911253143e-04,9.856956027474376558e-04
3.994071835188311602e-04,9.458492168591352669e-04
4.336242961256461608e-04,7.523990031890716778e-04
4.213151093223355950e-04,8.417325275033491448e-04
4.988484984025565085e-04,8.148101414648639251e-04
6.201338868451656975e-04,7.586893839934128045e-04
6.722624424303259589e-04,6.206957485285238786e-04
8.853818736312261441e-04,6.382630442270597563e-04
8.700401572188641054e-04,5.406432979569954960e-04
1.097977002577403983e-03,3.663340907418957204e-04
1.103907632808922559e-03,4.164872873717056947e-04
1.268878695988627601e-03,3.906927435910378574e-04
1.400365740518695395e-03,3.562656483532120793e-04
1.199655782742356383e-03,3.536283509797312637e-04
1.186605847051868399e-03,3.622641700455332637e-04
