# loss_dp, loss_pinn
5.038289915353597603e-01,2.036040995790433430e-03
5.038219132071367623e-01,2.031479884187270372e-03
5.038208787293095847e-01,2.029868931141869115e-03
5.038208778917487862e-01,2.029868886248984133e-03
5.012085002886508267e-01,2.029853390860863506e-03
5.006499405038131734e-01,5.882666843090517475e-04
5.003828455993540869e-01,5.779432185661570682e-04
5.003090969273047417e-01,2.759874361623393716e-04
5.002632605202768090e-01,2.464391579608666530e-04
5.001974974678189412e-01,1.831732539579741326e-04
5.001587697598460780e-01,1.303418886588646392e-04
5.001047700657945683e-01,1.068569232918162331e-04
5.000546539197039397e-01,7.993788611704106194e-05
5.000445074071291351e-01,6.069184605734728120e-05
5.000221875488785050e-01,3.898261732234122219e-05
5.000207101472626814e-01,2.312199575285207165e-05
5.000204741000198183e-01,2.237531237065988152e-05
5.000202295427403909e-01,2.194743092413913032e-05
5.000190444334020601e-01,2.090357633982618482e-05
5.000126463846308322e-01,1.898262576405992591e-05
5.000074829895548856e-01,1.536587860071092916e-05
5.000057730042791748e-01,1.310884503761009450e-05
5.000047810535852566e-01,1.253939151945071640e-05
5.000045802409324169e-01,1.232207020919746792e-05
5.000044367330811479e-01,1.224410439924874370e-05
5.000042168665683739e-01,1.212445029963431750e-05
5.000039475549931112e-01,1.150331655425174090e-05
5.000035929746587948e-01,1.103219897188640536e-05
5.000034815087847084e-01,1.050850062188317657e-05
5.000034104066464202e-01,1.030880558078962000e-05
5.000032822616542472e-01,1.010659997038866915e-05
5.000031676792653368e-01,9.871189862825181509e-06
5.000030811773159556e-01,9.783429329020240897e-06
5.000029397182389479e-01,9.731362666430505771e-06
5.000027077766511230e-01,9.706164526911707077e-06
5.000022329505109386e-01,9.688734968207548363e-06
5.000020161021218046e-01,9.677782612980017054e-06
5.000017098173361596e-01,9.654023890881156803e-06
5.000016726409248768e-01,9.604189742635371000e-06
5.000016155994395639e-01,9.470463987893598708e-06
5.000015776552158009e-01,9.205000032757433030e-06
5.000015658398798690e-01,9.085069895425901943e-06
5.000015468973375565e-01,8.859350373276135825e-06
5.000015299023397031e-01,8.568882330539690734e-06
5.000015202735766939e-01,8.358809265949966466e-06
5.000015133982198545e-01,8.127267749298686578e-06
5.000015120673036995e-01,7.958458004098416580e-06
5.000015107538791082e-01,7.313727112056817327e-06
5.000015052695869766e-01,6.122174253300575680e-06
